cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,year_2024,year_2025,year_2026,year_2027,validation_label
2024,Public Art,35,2006 Bonds,Public Art Projects- Court Facilities,2024,2024,Citywide,0,12156,12156,0,0,0,
2024,Public Art,35,2017 Bonds,Public Art Projects- Public Works,2024,2024,Citywide,44449,713774,669326,0,0,0,
2024,Public Art,36,2017 Bonds,Public Art-Parks,2024,2024,Citywide,282572,1868257,1585685,0,0,0,
2024,Public Art,36,2006 Bonds,Public Arts Administration- City Facilities,2024,2024,Citywide,0,18994,18994,0,0,0,
2024,Public Art,36,2006 Bonds,Public Arts Projects- City Facilities,2024,2024,Citywide,0,75974,75974,0,0,0,
2024,Public Art,36,2006 Bonds,Public Arts Projects- Farmers Market,2024,2024,Citywide,0,8631,8631,0,0,0,
2024,Public Art,36,2006 Bonds,Public Arts Projects- Library Facilities,2024,2024,Citywide,108,17611,17504,0,0,0,
2024,Public Art,36,2017 Bonds,Public Arts Projects- Public Safety,2024,2024,Citywide,182242,191820,9578,0,0,0,
2024,Fire Protection Facilities,36,2017 Bonds,Public Safety - Stemmons Renovation,2024,2024,2,96642,300000,203358,0,0,0,
2024,Fire Protection Facilities,36,2017 Bonds,Public Safety Campus,2024,2024,2,86410,125000,38590,0,0,0,
2024,Technology,36,Other GO CIP - Debt,Public Safety MDC 1/5 Annual Replacement,2024,2024,Citywide,0,1000000,1000000,0,0,0,
2024,Technology,36,Other GO CIP - Debt,Public Safety MDC Replacement,2025,2027,Citywide,0,5000000,0,1000000,1000000,3000000,
2024,Public Art,36,2017 Bonds,Pulbic Art Admin- Parks,2024,2024,Citywide,412963,429569,16607,0,0,0,
2024,Police Facilities,36,2024 Bonds,Quarter Master,2027,2027,2,0,16478,0,0,0,16478,
2024,Police Facilities,36,2024 Bonds,Radio Shop/Communicatio ns Building,2027,2027,2,0,16478,0,0,0,16478,
2024,Cultural Facilities,36,2024 Bonds,Renner Frankford Library,2025,2025,12,0,262000,0,262000,0,0,
2024,Cultural Facilities,36,2024 Bonds,Sammons Center for the Arts,2027,2027,2,0,3789492,0,0,0,3789492,
2024,Cultural Facilities,37,2024 Bonds,Skillman Southwestern Library,2025,2025,9,0,262000,0,262000,0,0,
2024,Cultural Facilities,37,2024 Bonds,Skyline Library,2025,2025,7,0,262000,0,262000,0,0,
2024,Major Maintenance,37,Other GO CIP - Non-Debt,Solar Installation,2025,2026,Citywide,500000,1500000,0,500000,500000,0,
2024,Major Maintenance,37,Other GO CIP - Non-Debt,Solar Installation FY24,2024,2024,Citywide,199236,500000,300764,0,0,0,
2024,Major Maintenance,37,Other GO CIP - Non-Debt,Solar Installation Project FY 23,2024,2024,Citywide,1210768,1500000,289232,0,0,0,
2024,Police Facilities,37,2024 Bonds,South Central PD,2027,2027,8,0,16478,0,0,0,16478,
2024,Cultural Facilities,37,2024 Bonds,South Dallas Cultural Center,2027,2027,7,0,2276078,0,0,0,2276078,
2024,Police Facilities,37,2024 Bonds,Southeast Patrol - Shower/Locker Room Renovation,2027,2027,5,0,655000,0,0,0,655000,
2024,Police Facilities,37,2024 Bonds,Southeast Patrol - Water/Sewer,2027,2027,5,0,262000,0,0,0,262000,
2024,City and Municipal Court Facilities,37,2006 Bonds,Southeast Service Center - Construction,2024,2024,7,1630826,9785589,8154763,0,0,0,
2024,Police Facilities,37,2024 Bonds,Southwest Police Station,2027,2027,3,0,16478,0,0,0,16478,
2024,City and Municipal Court Facilities,37,2017 Bonds,Southwest Transfer Station [24410],2024,2024,3,33343,205000,171657,0,0,0,
2024,Police Facilities,37,2017 Bonds,SW Patrol Station,2024,2024,3,36161,1250000,1213839,0,0,0,
2024,Technology,38,Other GO CIP - Debt,Technology Infrastructure Redesign,2024,2024,Citywide,0,975000,975000,0,0,0,
2024,City and Municipal Court Facilities,38,2017 Bonds,Unspecified ADA Improvements,2024,2024,Citywide,935922,3230000,2294078,0,0,0,
2024,Police Facilities,38,2024 Bonds,UST Removal and Replacement,2025,2026,Citywide,0,1992346,0,199235,1793112,0,
2024,Cultural Facilities,38,2024 Bonds,Winspear Opera House,2025,2027,14,0,6614190,0,661419,0,5952771,
2024,Cultural Facilities,38,2024 Bonds,Wyly Theatre,2025,2027,14,0,5007584,0,500758,0,4506826,
2024,Convention Center Improvement,42,Convention Center Capital Program,Convention Center Facility Improvements,2024,2026,2,5401849,13159637,6757789,750000,250000,0,
2024,Convention Center Improvement,42,Convention Center Capital Program,Convention Center Master Plan,2024,2027,2,32464740,194107606,75242867,66000000,5100000,15300000,
2024,Convention Center Improvement,42,Convention Center Capital Program,Convention Facility Elevator Escalator Improvement Project,2024,2024,2,6696780,7071856,375076,0,0,0,
2024,Convention Center Improvement,42,Convention Center Capital Program,EBJ Union Station,2025,2027,2,1359348,2059348,0,175000,175000,350000,
2024,Convention Center Improvement,42,Convention Center Capital Program,Fire Sprinkler Pipe Replacement,2024,2024,2,165367,5376867,5211500,0,0,0,
2024,Convention Center Improvement,42,Convention Center Capital Program,JOC Projects,2024,2026,2,1939548,6753826,3314278,1000000,500000,0,
2024,Convention Center Improvement,42,Convention Center Capital Program,KBHCCD Water Infiltration Project,2024,2026,2,919476,8660031,6940555,500000,300000,0,
2024,Convention Center Improvement,42,Convention Center Capital Program,Pioneer Plaza,2024,2024,2,0,1448350,1448350,0,0,0,
2024,Convention Center Improvement,43,Convention Center Capital Program,Restroom Modernization and Accessibility Improvements,2024,2024,2,1814290,7249493,5435203,0,0,0,
2024,Convention Center Improvement,43,Convention Center Capital Program,Spectra Projects,2024,2027,2,3182164,7784000,2601836,1000000,750000,250000,
2024,Convention Center Improvement,43,Convention Center Capital Program,TBAAL Capital Improvements,2024,2027,2,1432604,2575135,842531,150000,0,150000,
2024,Downtown Connection Tax Increment Financing District,53,Other GO CIP - Non-Debt,1712 Commerce Hotel,2024,2024,14,603650,11353240,10749589,0,0,0,
2024,Downtown Connection Tax Increment Financing District,53,Other GO CIP - Non-Debt,411 N Akard Bldg Redevelopment,2024,2024,14,5942163,10009400,4067237,0,0,0,
2024,Public-Private Partnership Program,53,Other GO CIP - Non-Debt,Action Plan for Southern Sector Eco Deve,2024,2024,Citywide,173719,200000,26281,0,0,0,
2024,Housing,53,Other GO CIP - Non-Debt,Affordable Housing Partcip,2024,2024,Citywide,1546863,1620566,73703,0,0,0,
2024,Public-Private Partnership Program,53,Other GO CIP - Non-Debt,Bridge Labs at Pegasus Park -W997,2024,2024,Citywide,0,3000000,3000000,0,0,0,
2024,Design District Tax Increment Financing District,53,Other GO CIP - Non-Debt,Cabana Mixed- Income Multifamily Redevelopment Project,2024,2027,6,5000000,46000000,10500000,0,11089697,19410303,
2024,Equity Revitalization,53,2003 Bonds,CD1 - Southern Gateway,2024,2024,1,124121,500000,375879,0,0,0,
2024,Equity Revitalization,54,2003 Bonds,CD10 - LBJ Skillman,2024,2024,10,126059,1000000,873941,0,0,0,
2024,Equity Revitalization,54,Other GO CIP - Non-Debt,CD12 - Streets,2024,2024,12,109709,500000,390291,0,0,0,
2024,Equity Revitalization,54,2003 Bonds,CD13 - Vickery Meadows,2024,2024,13,491572,1000000,508428,0,0,0,
2024,Equity Revitalization,54,2003 Bonds,CD14 - Streets,2024,2024,14,122422,725000,602578,0,0,0,
2024,Equity Revitalization,54,Other GO CIP - Non-Debt,CD2 - Jubilee Park,,,2,500000,500000,0,0,0,0,
2024,Equity Revitalization,54,Other GO CIP - Non-Debt,CD3 - Executive Airport,2024,2024,3,218539,620000,401461,0,0,0,
2024,Equity Revitalization,54,2003 Bonds,CD4 -The Bottom/10th Street,2024,2024,4,766184,1500000,733816,0,0,0,
2024,Equity Revitalization,54,1998 Bonds,CD5 - Buckner Station / Pleasant Grove,2024,2024,5,111950,3588586,3476636,0,0,0,
2024,Equity Revitalization,55,Other GO CIP - Non-Debt,CD6 - West Dallas,2024,2024,6,1689482,1700000,10518,0,0,0,
2024,Equity Revitalization,55,2003 Bonds,CD7 - Forest Heights,2024,2024,7,1029638,1721810,692172,0,0,0,
2024,Equity Revitalization,55,Other GO CIP - Non-Debt,CD8 - University Hills,2024,2024,8,1925243,2500000,574757,0,0,0,
2024,Equity Revitalization,55,2003 Bonds,CD9 - Casa View,2024,2024,9,946239,1000000,53761,0,0,0,
2024,Southwestern Medical Tax Increment Financing District,55,Other GO CIP - Non-Debt,Cedars Branch Bridge,2024,2024,2,0,826500,826500,0,0,0,
2024,Cedars Tax Increment Financing District,55,Other GO CIP - Non-Debt,Cedars Tax Increment,2025,2025,2,1344047,1724047,0,380000,0,0,
2024,Cedars Tax Increment Financing District,55,Other GO CIP - Non-Debt,Cedars-Admin,2024,2024,2,1056897,1166192,109295,0,0,0,
2024,City Center Tax Increment Financing District,55,Other GO CIP - Non-Debt,City Center - Administrative,2024,2027,2 14,2674827,3733915,259088,0,200000,600000,
2024,City Center Tax Increment Financing District,55,Other GO CIP - Non-Debt,City Center Tax Increment,2024,2027,2 14,6105782,42128613,27663142,0,1773646,6586043,
2024,Fort Worth Avenue Tax Increment Financing District,55,Other GO CIP - Non-Debt,Collective Mixed Use Development,,,1 6,819030,819030,0,0,0,0,
2024,Downtown Connection Tax Increment Financing District,56,Other GO CIP - Non-Debt,Continental Bldg Increment Repayment,2024,2027,14,1728525,4348434,645866,144006,144006,1686030,
2024,Cypress Waters Tax Increment Financing District,56,Other GO CIP - Non-Debt,Cypress Waters Repayment of Advances,2024,2027,6,0,63656765,8180251,9246167,10177784,36052563,
2024,Cypress Waters Tax Increment Financing District,56,Other GO CIP - Non-Debt,Cypress Waters TIF Admin.,2024,2027,6,232906,694435,111528,70000,70000,210000,
2024,Cedars Tax Increment Financing District,56,Other GO CIP - Non-Debt,Dallas Heritage Village,2024,2024,2,0,650000,650000,0,0,0,
2024,Davis Garden Tax Increment Financing District,56,Other GO CIP - Non-Debt,Davis Garden - Repayment of Advances,2024,2027,1 3,70,23440177,4750147,0,4008495,14681465,
2024,Davis Garden Tax Increment Financing District,56,Other GO CIP - Non-Debt,Davis Garden Admin,2024,2027,1 3,422758,1250500,287742,0,135000,405000,
2024,Davis Garden Tax Increment Financing District,56,Other GO CIP - Non-Debt,Davis Street Infrastructure Improvements,2024,2024,1 3,845941,1601179,755238,0,0,0,
2024,Farmers Market Tax Increment Financing District,56,Other GO CIP - Non-Debt,Debt Service Transfer to other Departments,2024,2026,Citywide,0,11030183,1922709,4484297,4623176,0,
2024,Mall Area Redevelopment Tax Increment Financing District,56,Other GO CIP - Non-Debt,Debt Service Transfer to PPPF (Red Bird Mall Redev Project),2024,2027,8,370838,1300677,79840,170000,170000,510000,
2024,Deep Ellum Tax Increment Financing District,57,Other GO CIP - Non-Debt,Deep Ellum Admin,2024,2027,2 7 14,443216,955527,137311,0,125000,250000,
2024,Deep Ellum Tax Increment Financing District,57,Other GO CIP - Non-Debt,Deep Ellum Repay Dev Adv,2024,2027,2 7 14,595424,59047607,18453833,0,10966580,29031771,
2024,Design District Tax Increment Financing District,57,Other GO CIP - Non-Debt,Design District Admin,2024,2027,2 6,433708,1002804,109096,0,115000,345000,
2024,Design District Tax Increment Financing District,57,Other GO CIP - Non-Debt,Design District TIF - Repayment of Advances,2024,2027,2 6,0,36590826,13695447,0,0,22895378,
2024,Economic Development Bonds,57,2017 Bonds,Disc Eco Dev CD6 SDMIF,2024,2024,Citywide,445969,2405000,1959031,0,0,0,
2024,Oak Cliff Gateway Tax Increment Financing District,57,Other GO CIP - Non-Debt,DISD – Hogg Elementary,2024,2024,1,0,1287222,1287222,0,0,0,
2024,Downtown Connection Tax Increment Financing District,57,Other GO CIP - Non-Debt,Downtown Connection TIF - Increment,2024,2027,14,4037366,293486128,14296945,31099797,52836398,191215622,
2024,Economic Development Bonds,57,2024 Bonds,Economic Development - CDSF Project-CD1 (Prop G),2027,2027,1,0,2000000,0,0,0,2000000,
2024,Economic Development Bonds,57,2024 Bonds,Economic Development - CDSF Project-CD11 (Prop G),2027,2027,11,0,3500000,0,0,0,3500000,
2024,Economic Development Bonds,58,2024 Bonds,Economic Development - CDSF Project-CD3 (Prop G),2027,2027,3,0,1000000,0,0,0,1000000,
2024,Economic Development Bonds,58,2012 Bonds,Economic Development - Citywide,2024,2024,Citywide,0,1035802,1035802,0,0,0,
2024,Economic Development Bonds,58,2024 Bonds,Economic Development - EIP aligned project (Prop G),2025,2027,Citywide,0,29200000,0,4994816,4502554,19702630,
2024,Housing,58,2024 Bonds,Economic Development - Housing Focus (Prop G),2025,2027,Citywide,0,36600000,0,4794816,4702554,27102630,
2024,Economic Development Bonds,58,2012 Bonds,Economic Development and Housing Demand,2024,2024,Citywide,1845000,14064093,12219093,0,0,0,
2024,Economic Development Bonds,58,2017 Bonds,Economic Development-ECO Transfer Unit,2024,2024,Citywide,0,11632743,11632743,0,0,0,
2024,Public-Private Partnership Program,58,Other GO CIP - Non-Debt,EDC Contributions,2024,2024,Citywide,0,100000,100000,0,0,0,
2024,Housing,58,Other GO CIP - Non-Debt,Expired TIF Districts Transfer Receiving Unit,2024,2027,Citywide,0,35926865,5987810,5987811,5987811,17963433,
2024,Farmers Market Tax Increment Financing District,58,Other GO CIP - Non-Debt,Farmers Mkt Admin,2024,2027,2,946634,2051974,380340,145000,145000,435000,
2024,Farmers Market Tax Increment Financing District,59,Other GO CIP - Non-Debt,Farmers Mkt Tax Increment,2024,2027,2,0,15088617,44429,0,0,15044188,
2024,Fort Worth Avenue Tax Increment Financing District,59,Other GO CIP - Non-Debt,Fort Worth Ave Admin,2024,2027,1 6,451388,1082062,190674,0,110000,330000,
2024,Fort Worth Avenue Tax Increment Financing District,59,Other GO CIP - Non-Debt,Fort Worth Ave. - Repayment of Advances,2024,2027,1 6,8643,51403311,6202207,0,6587238,38605223,
2024,Oak Cliff Gateway Tax Increment Financing District,59,Other GO CIP - Non-Debt,Gateway Oak Cliff Project,2024,2024,1,0,4245432,4245432,0,0,0,
2024,Grand Park South Tax Increment Financing District,59,Other GO CIP - Non-Debt,Grand Park South - Repayment of Advances,2024,2027,7,0,5429173,1067739,687399,809259,2864777,
2024,Grand Park South Tax Increment Financing District,59,Other GO CIP - Non-Debt,Grand Park South - TIF Administration,2024,2027,7,341178,1210476,244298,125000,125000,375000,
2024,Public-Private Partnership Program,59,Other GO CIP - Non-Debt,H Mart,2024,2024,Citywide,0,2500000,2500000,0,0,0,
2024,Deep Ellum Tax Increment Financing District,59,Other GO CIP - Non-Debt,Homeowner Stabilization Home Repair and Displacement Miti,2024,2024,1 2 4 6 7,0,1390942,1390942,0,0,0,
2024,Oak Cliff Gateway Tax Increment Financing District,59,Other GO CIP - Non-Debt,Homeowner Stabilization Home Repair and Displacement Mitigation,2024,2024,1,0,1163341,1163341,0,0,0,
2024,Fort Worth Avenue Tax Increment Financing District,60,Other GO CIP - Non-Debt,Homeowner Stabilization Home Repairs & Mitigation Program,2026,2027,Citywide,440045,5461430,0,0,731915,4289469,edited
2024,Housing,60,2006 Bonds,Hou Prop 8 Acquisition & Demolition,2024,2024,Citywide,5164692,5209692,45000,0,0,0,
2024,Housing,60,2006 Bonds,Housing - Acquisition and Demolition,2024,2024,Citywide,8691090,8703770,12680,0,0,0,
2024,Housing,60,2024 Bonds,Housing - CDSF Project-CD3 (Prop H),2025,2027,3,0,2000000,0,400000,400000,1200000,
2024,Housing,60,2006 Bonds,Housing - Land Bank,2024,2024,Citywide,1324169,1350000,25831,0,0,0,
2024,Housing,60,2012 Bonds,Housing Demand Driven Projects,2024,2024,Citywide,2258967,2871313,612346,0,0,0,
2024,Public-Private Partnership Program,60,Other GO CIP - Non-Debt,Housing Emergency Repairs Program,2024,2024,Citywide,1407312,2000000,592688,0,0,0,
2024,Housing,60,2024 Bonds,Housing Project - Infrastructure (Prop H),2025,2027,Citywide,0,24400000,0,4880000,4880000,14640000,
2024,Housing,60,Other GO CIP - Non-Debt,Housing Purposes,2024,2024,Citywide,1989780,2000000,10220,0,0,0,
2024,Davis Garden Tax Increment Financing District,60,Other GO CIP - Non-Debt,I-30 Frontage Road Construction project,2024,2024,Citywide,0,10089,10089,0,0,0,
2024,City Center Tax Increment Financing District,60,Other GO CIP - Non-Debt,Klyde Warren Park Project (KWP2) Phase II,2024,2024,Citywide,0,3000000,3000000,0,0,0,
2024,Skillman Corridor Tax Increment Financing District,60,Other GO CIP - Non-Debt,Lake Highlands Gateway Bridge Enhancemen,2024,2024,9 10 13 14,35000,70000,35000,0,0,0,
2024,Skillman Corridor Tax Increment Financing District,61,Other GO CIP - Non-Debt,Lake Highlands Tower Center,2024,2024,9 10 13 14,8337751,11667950,3330199,0,0,0,
2024,Transit- Oriented Development (TOD) Tax Increment Financing District,61,Other GO CIP - Non-Debt,Lancaster-Corning Retail Development Project,2024,2026,4,3750,3559750,1778000,0,1778000,0,
2024,Maple Mockingbird Tax Increment Financing District,61,Other GO CIP - Non-Debt,LIHTC Oaklawn Place Project,2024,2024,2,0,5414006,5414006,0,0,0,
2024,Transit- Oriented Development (TOD) Tax Increment Financing District,61,Other GO CIP - Non-Debt,Longhorn Ballroom Project,2024,2024,2,1,2100000,2099999,0,0,0,
2024,Mall Area Redevelopment Tax Increment Financing District,61,Other GO CIP - Non-Debt,Mall Area Redevelopment TIF Admin,2024,2027,8 11,167995,1816755,1148760,100000,100000,300000,
2024,Mall Area Redevelopment Tax Increment Financing District,61,Other GO CIP - Non-Debt,Mall Area Redevelopment TIF Increment,2024,2027,8 11,0,9230895,1815650,1316289,1395603,4703354,
2024,Maple Mockingbird Tax Increment Financing District,61,Other GO CIP - Non-Debt,Maple/Mockingbird - TIF,2024,2027,2,278336,1005920,327584,0,100000,300000,
2024,Maple Mockingbird Tax Increment Financing District,62,Other GO CIP - Non-Debt,Maple-Mockingbird - Repayment of Advances,2024,2027,2,0,39683202,11828234,0,6646123,21208845,
2024,Transit- Oriented Development (TOD) Tax Increment Financing District,62,Other GO CIP - Non-Debt,Mockingbird Station East Project,2025,2027,2,0,28399396,0,5121774,3765516,19512105,
2024,Housing,62,Other GO CIP - Non-Debt,Neighborhood Empowerment Zones,2024,2024,Citywide,0,1000000,1000000,0,0,0,
2024,Downtown Connection Tax Increment Financing District,62,Other GO CIP - Non-Debt,Newpark Sub- District-TIF Increment,2024,2027,14,0,423210,22204,16476,17795,366735,
2024,Sports Arena Tax Increment Financing District,62,Other GO CIP - Non-Debt,North Parking Garage Project,2024,2026,2,23343905,33118141,5788165,0,3986070,0,
2024,Oak Cliff Gateway Tax Increment Financing District,62,Other GO CIP - Non-Debt,Oak Cliff Gateway Tax Increment,2024,2027,1,591189,81856090,13899243,0,12992502,54373156,
2024,Oak Cliff Gateway Tax Increment Financing District,62,Other GO CIP - Non-Debt,Oak Cliff/Gateway Admin,2024,2027,1,1090185,2313689,423504,0,200000,600000,
2024,Farmers Market Tax Increment Financing District,62,Other GO CIP - Non-Debt,Pearl Lofts Mixed- Use & Mixed Income Development Project,2024,2024,14,0,6544249,6544249,0,0,0,
2024,Economic Development Bonds,62,2012 Bonds,Power and Light Project,2024,2024,2,0,1854995,1854995,0,0,0,
2024,Public-Private Partnership Program,63,Other GO CIP - Non-Debt,Predevelopment Assistance Program,2024,2024,Citywide,0,100000,100000,0,0,0,
2024,Public-Private Partnership Program,63,Other GO CIP - Non-Debt,Project Meadow NEZ 20,2024,2027,2,4375000,23878035,2433624,3046659,3203992,10818760,
2024,Economic Development Bonds,63,2006 Bonds,Project Turtle - Grocery Store,2024,2024,8,1468721,1468720,-1,0,0,0,
2024,Economic Development Bonds,63,2017 Bonds,Project Turtle - Grocery Store CD3,,,8,1000000,1000000,0,0,0,0,
2024,Economic Development Bonds,63,2017 Bonds,Project Turtle - Grocery Store CD8,,,8,1000000,1000000,0,0,0,0,
2024,Public-Private Partnership Program,63,Other GO CIP - Non-Debt,Project Turtle- Grocery Store,,,Citywide,1731280,1731280,0,0,0,0,
2024,Public-Private Partnership Program,63,Other GO CIP - Non-Debt,Public Private Partnership,2024,2027,Citywide,75085632,127529783,12944152,7500000,8000000,24000000,
2024,Public-Private Partnership Program,64,Other GO CIP - Non-Debt,Public Private Partnership - Retail Rehabilitation Demonstration,2024,2024,Citywide,0,1000000,1000000,0,0,0,
2024,Public-Private Partnership Program,64,Other GO CIP - Non-Debt,Public Private Partnership- Advisory Services for City's Housing Policy,2024,2024,Citywide,115000,125000,10000,0,0,0,
2024,Public-Private Partnership Program,64,Other GO CIP - Non-Debt,Public Private Partnership-BSHD Projects,2024,2024,Citywide,72695,100000,27305,0,0,0,
2024,Public-Private Partnership Program,64,Other GO CIP - Non-Debt,Public Private Partnership-Dallas Protocol and World Affairs Council Contract,2024,2024,Citywide,2403005,2920505,517500,0,0,0,
2024,Public-Private Partnership Program,64,Other GO CIP - Non-Debt,Public Private Partnership- Downtown Retail Program -Phase III,2024,2024,Citywide,678074,1212008,533934,0,0,0,
2024,Public-Private Partnership Program,64,Other GO CIP - Non-Debt,Public Private Partnership-Main Dist.Initiative,2024,2024,Citywide,2725934,2963812,237878,0,0,0,
2024,Public-Private Partnership Program,64,Other GO CIP - Non-Debt,Public Private Partnership- Public/Private Fee Rebate,2024,2024,Citywide,2442936,2556194,113258,0,0,0,
2024,Public-Private Partnership Program,64,Other GO CIP - Non-Debt,Public Private Partnership- Public/Private Infrastructure,2024,2024,Citywide,3554656,3582988,28332,0,0,0,
2024,Public-Private Partnership Program,65,Other GO CIP - Non-Debt,Public Private Partnership- Southwest Center Mall Redevelopment,2024,2024,Citywide,109186,186200,77014,0,0,0,
