cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,description,justification,unidentified_funding,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024
2018,Trans - Roadway - Enhance/Scape/Medians,279,Parks & Recreation,Talmadge Traffic Calming Infrastructure,2019,2019,Council District: 9; Community Plan: Mid-City: Kensington # Talmadge,259999,0,,,1119993,20000,0,0,0,0,0
2018,Parks - Community,280,Parks & Recreation,Tierrasanta Sports Field Lighting Phase II,,,Council District: 7; Community Plan: Tierrasanta,209854,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway - Enhance/Scape/Medians,281,Parks & Recreation,Torrey Highlands Community ID & Enhance,,,Council District: 5; Community Plan: Torrey Highlands,374999,0,,,0,0,0,0,0,0,0
2018,Parks - Neighborhood,282,Parks & Recreation,Torrey Highlands NP Upgrades,,,Council District: 1; Community Plan: Carmel Valley,763215,0,,,21784,0,0,0,0,0,0
2018,Parks - Neighborhood,283,Parks & Recreation,Torrey Highlands Park Play Area Upgrades,,,Council District: 1; Community Plan: Carmel Valley,942734,0,,,0,0,0,0,0,0,0
2018,Parks - Neighborhood,284,Parks & Recreation,Torrey Meadows Neighborhood Park,,,Council District: 5; Community Plan: Torrey Highlands,7922754,0,,,0,0,0,0,0,0,0
2018,Golf Courses,285,Parks & Recreation,Torrey Pines Golf Course,,,Council District: 1; Community Plan: Balboa Park; Mission Bay Park; University,1007128,0,,,0,0,0,0,0,0,0
2018,Golf Courses,286,Parks & Recreation,TP South Golf Course Imp Renovation,,,Council District: 1; Community Plan: University,17149999,0,,,0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,287,Parks & Recreation,Tubman Charter School JU Improvements,,,Council District: 9; Community Plan: College Area,1403999,0,,,0,0,0,0,0,0,0
2018,Parks - Neighborhood,288,Parks & Recreation,University Village Park Tot Lot,,,Council District: 1; Community Plan: University,695252,0,,,0,0,0,0,0,0,0
2018,Parks - Mini Parks,289,Parks & Recreation,La Paz Mini Park,,,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),2254870,0,,,0,0,0,0,0,0,0
2018,Parks - Neighborhood,290,Parks & Recreation,Villa Monserate Neighborhood Park Upgrades,,,Council District: 7; Community Plan: Tierrasanta,991118,0,,,434517,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,291,Parks & Recreation,Wangenheim Joint Use Facility,,,Council District: 6; Community Plan: Mira Mesa,5643210,0,,,0,0,0,0,0,0,0
2018,Parks - Mini Parks,292,Parks & Recreation,Waldo Waterman Park,,,Council District: 3; Community Plan: Uptown,1265963,0,,,0,0,0,0,0,0,0
2018,Parks - Neighborhood,293,Parks & Recreation,Wightman Street Neighborhood Park,,,Council District: 9; Community Plan: Mid-City: City Heights,3530778,0,,,0,0,0,0,0,0,0
2018,Intangible Assets # Information Tech,301,Police,CAD System Replacement Project,,,Council District: Citywide; Community Plan: Citywide,8254820,0,,,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Police Fac / Struct,302,Police,Police 911 Call Manager,,,Council District: 3; Community Plan: Centre City,1230275,0,,,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Police Fac / Struct,303,Police,Police HQs CoGeneration Repower Project,,,Council District: 3; Community Plan: Centre City,1933084,0,,,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Police Fac / Struct,304,Police,Police Range Refurbishment,2019,2019,Council District: 9; Community Plan: Mid-City: City Heights,2247863,0,,,0,150000,0,0,0,0,0
2018,Bldg - Pub Safety - Police Fac / Struct,305,Police,Police Range Refurbishment Phase II,,,Council District: 9; Community Plan: Mid-City: City Heights,9099999,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Transmission,314,Public Utilities,30th Street Pipeline Replacement,2019,2020,Council District: 3 8; Community Plan: Priority Category: Medium,10921186,0,,,0,11578813,5000000,0,0,0,0
2018,Bldg - Water - Pump Stations,315,Public Utilities,69th & Mohawk Pump Station,,,Council District: 4 9; Community Plan: College Area; Mid-City: Eastern Area,15088593,0,,,0,0,0,0,0,0,0
2018,Bldg - Other City Facility / Structures,316,Public Utilities,Advanced Metering Infrastructure,2019,2019,Council District: Citywide; Community Plan: Citywide,65787033,0,,,0,1781864,0,0,0,0,0
2018,Water - Distribution Sys - Transmission,317,Public Utilities,Alvarado 2nd Extension Pipeline,2019,2023,Council District: 2 3 7; Community Plan: Mission Valley; Mission Bay Park; Old San Diego,4203985,0,,,0,2500000,5000000,20000000,20000000,1409056,0
2018,Wastewater - Collection Sys - Trunk Swr,318,Public Utilities,Alvarado Trunk Sewer Phase IV,2019,2022,Council District: 7 9; Community Plan: Navajo; College Area,5200000,0,,,0,250000,6670000,21660000,11519000,0,0
2018,Bldg - MWWD - Pump Stations,319,Public Utilities,"Backup Generators at SPS's, TP & EMTS",,,Council District: 1 5 8; Community Plan: University; Miramar Ranch North; Barrio Logan; Torrey Pines,15345599,0,,,0,0,0,0,0,0,0
2018,Bldg - Other City Facility / Structures,320,Public Utilities,Bayview Reservoir Solar Project,,,Council District: 1; Community Plan: La Jolla,1324999,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Transmission,321,Public Utilities,Catalina 12inch Cast Iron Mains,,,Council District: 2; Community Plan: Peninsula,12479999,0,,,0,0,0,0,0,0,0
2018,Bldg - Operations Facility / Structures,322,Public Utilities,Chollas Building,2019,2019,Council District: 4; Community Plan: Mid-City: Eastern Area,32096618,0,,,0,8380251,0,0,0,0,0
2018,Bldg - Water - Pump Stations,323,Public Utilities,Cielo & Woodman Pump Station,2019,2019,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),2531999,0,,,0,4146000,0,0,0,0,0
2018,Water - Distribution Sys - Transmission,324,Public Utilities,Corrosion Control,,,Council District: Citywide; Community Plan: Citywide,479784,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Distribution,325,Public Utilities,El Monte Pipeline No 2,2019,2021,Council District: 7; Community Plan: Navajo,2947999,0,,,0,1000000,3000000,2663558,0,0,0
2018,Bldg - MWWD - Laboratories,326,Public Utilities,EMTS Boat Dock Esplanade,2019,2020,Council District: 2; Community Plan: Peninsula,518534,0,,,0,500000,1000000,0,0,0,0
2018,Water - Distribution Sys - Distribution,327,Public Utilities,Freeway Relocation,2019,2023,Council District: Citywide; Community Plan: Citywide,2089773,0,,,0,500000,100000,100000,100000,100000,0
2018,Bldg - Water - Wells,328,Public Utilities,Groundwater Asset Development Program,2019,2023,Council District: Citywide; Community Plan: Citywide,2677604,0,,,0,150000,1900000,200000,200000,200000,0
2018,Wastewater - Collection Sys - Trunk Swr,329,Public Utilities,Harbor Dr TS Participation Agreement,2019,2020,Council District: 3 8; Community Plan: Barrio Logan,1791249,0,,,0,3000000,8631582,0,0,0,0
2018,Water - Distribution Sys - Distribution,330,Public Utilities,Instrumentation and Control,2019,2023,Council District: Citywide; Community Plan: Citywide,200000,0,,,0,300000,500000,500000,500000,350000,0
2018,Water - Distribution Sys - Transmission,331,Public Utilities,La Jolla Scenic Drive 16inch Main,,,Council District: 1; Community Plan: La Jolla,9231999,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Distribution,332,Public Utilities,La Jolla View Reservoir,2019,2022,Council District: 1; Community Plan: La Jolla,3924999,0,,,0,500000,305000,12000000,10270314,0,0
2018,Water - Distribution Sys - Transmission,333,Public Utilities,Large Diameter Water Transmission PPL,2019,2023,Council District: Citywide; Community Plan: Citywide,30514451,0,,,0,16991975,9945083,14346178,14346178,752211,0
2018,Water - Distribution Sys - Transmission,334,Public Utilities,Little McGonigle Ranch Road Pipeline,,,Council District: 1; Community Plan: Del Mar Mesa; Pacific Highlands Ranch,5999999,0,,,0,0,0,0,0,0,0
2018,Bldg - Water - Reservoirs/Dams,335,Public Utilities,Lower Otay Outlet Tower,2019,2019,Council District: Non-City; Community Plan: Non City,999999,0,,,0,990811,0,0,0,0,0
2018,Bldg - Water - Reservoirs/Dams,336,Public Utilities,Lower Otay Reservoir Emer Outlet Improve,,,Council District: 8; Community Plan: Non City,1179970,0,,,0,0,0,0,0,0,0
2018,Bldg - MWWD - Treatment Plants,337,Public Utilities,MBC Dewatering Centrifuges Replacement,,,Council District: 6; Community Plan: Non City,12122443,0,,,0,0,0,0,0,0,0
2018,Bldg - MWWD - Treatment Plants,338,Public Utilities,MBC Equipment Upgrades,2019,2022,Council District: 6; Community Plan: Kearny Mesa,1199999,0,,,0,1100000,4400000,3080000,660000,0,0
2018,Bldg - MWWD - Treatment Plants,339,Public Utilities,Metro Treatment Plants,2019,2021,Council District: 2 6 7 8; Community Plan: Peninsula; University; Tijuana River Valley,5636885,0,,,0,7990800,1991500,121264,0,0,0
2018,Bldg - MWWD - Pump Stations,340,Public Utilities,Metropolitan System Pump Stations,2019,2023,Council District: Citywide; Community Plan: Citywide,11193702,0,,,0,500000,807840,316968,140000,140000,0
2018,W a s t e water - Collection Sys - Trunk Swr,341,Public Utilities,Metropolitan Waste Water Department Trunk Sewers,2019,2023,Council District: Citywide; Community Plan: Citywide,14163126,0,,,0,10374893,1101460,1634689,3762983,1973202,0
2018,Bldg - Water - Standpipes,342,Public Utilities,Miramar Clearwell Improvements,2019,2020,Council District: 5; Community Plan: Scripps Miramar Ranch; Miramar Ranch North,81332843,0,,,0,29080100,9915800,0,0,0,0
2018,Bldg - Other City Facility / Structures,343,Public Utilities,MOC Complex Solar Project,,,Council District: 6; Community Plan: Kearny Mesa,2674999,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Distribution,344,Public Utilities,Montezuma,2019,2020,Council District: 7 9; Community Plan: College Area; Mid-City: Eastern Area; Navajo,8018199,0,,,0,10000000,13536800,0,0,0,0
2018,Water - Distribution Sys - Transmission,345,Public Utilities,Morena Pipeline,2019,2022,Council District: 2 6 7; Community Plan: Linda Vista; Clairemont Mesa; Mission Valley,5998114,0,,,0,5000000,12000000,10175277,5000000,0,0
2018,Bldg - Water - Reservoirs/Dams,346,Public Utilities,Morena Reservoir Outlet Tower Upgrade,2020,2021,Council District: Non-City; Community Plan: Non City,3979999,0,,,0,0,11000000,11520000,0,0,0
2018,Bldg - MWWD - Treatment Plants,347,Public Utilities,NCWRP Improvements to 30 mgd,2019,2022,Council District: 1; Community Plan: University,2109999,0,,,0,3580000,14080000,6710000,2200000,0,0
2018,Water - Distribution Sys - Distribution,348,Public Utilities,"New 16"" Water Mains (U-3)",2019,2019,Council District: 5; Community Plan: Torrey Highlands,1224999,0,,,0,751759,0,0,0,0,0
2018,Water - Distribution Sys - Transmission,349,Public Utilities,Otay 1st/2nd PPL Abandon E of Highland,,,Council District: 4 9; Community Plan: Mid-City: Eastern Area; Mid-City: City Heights,6833389,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Transmission,350,Public Utilities,Otay 1st/2nd PPL West of Highland Avenue,2019,2021,Council District: 3 9; Community Plan: Mid-City: City Heights; Greater North Park,4113050,0,,,0,9700000,10000000,5627449,0,0,0
2018,Water - Distribution Sys - Transmission,351,Public Utilities,Otay Second Pipeline Relocation-PA,2019,2023,Council District: Non-City; Community Plan: Non City,1834091,0,,,0,3000000,8262079,10218802,729472,4000000,0
2018,Bldg - Water - Treatment Plants,352,Public Utilities,Otay WTP Concrete Work,,,Council District: Non-City; Community Plan: Non City,4751305,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Transmission,353,Public Utilities,Pacific Beach Pipeline South (W),2019,2020,Council District: 2; Community Plan: Priority Category: Medium,23881582,0,,,0,10491262,5737598,0,0,0,0
2018,Wastewater - Collection Sys - Main,354,Public Utilities,Pipeline Rehabilitation,2019,2022,Council District: Citywide; Community Plan: Citywide,92130062,0,,,0,30097920,15000000,15000000,15000000,0,0
2018,Bldg - MWWD - Treatment Plants,355,Public Utilities,Point Loma Grit Processing Improvements,,,Council District: 2; Community Plan: Peninsula,37315036,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Transmission,356,Public Utilities,Pressure Reduction Facility Upgrades,2019,2019,Council District: Citywide; Community Plan: Citywide,849999,0,,,0,200000,0,0,0,0,0
2018,Bldg - MWWD - Pump Stations,357,Public Utilities,PS 84 Upgrade & PS 62 Abandon,,,Council District: 5; Community Plan: Rancho Bernardo; Rancho Penasquitos,10320399,0,,,0,0,0,0,0,0,0
2018,Bldg - MWWD - Pump Stations,358,Public Utilities,PS2 Power Reliability & Surge Protection,2019,2021,Council District: 2; Community Plan: Peninsula,24345231,0,,,0,19950000,15350000,12955568,0,0,0
2018,B l d g - MWWD - Pump Stations,359,Public Utilities,"Pump Station 64,65, Penasquitos, E Mission Gorge",2019,2019,Council District: Citywide; Community Plan: Citywide,6314098,0,,,0,652960,0,0,0,0,0
2018,Bldg - MWWD - Pump Stations,360,Public Utilities,Pump Station Restorations,2019,2021,Council District: Citywide; Community Plan: Citywide,10330920,0,,,0,700000,2257204,3340734,0,0,0
2018,Potable Reuse,361,Public Utilities,PURE Water Program,2019,2023,Council District: Citywide; Community Plan: Citywide,153000311,0,,,0,121379888,513648932,315420821,105988928,10225007,0
2018,Reclaimed Water System - Pipelines,362,Public Utilities,Recycled Water Systems Upgrades,2019,2023,Council District: Citywide; Community Plan: Citywide,2227585,0,,,0,610000,210000,210000,210000,210000,0
2018,Reclaimed Water System - Reservoirs,363,Public Utilities,Recycled Water Tank Modifications,,,Council District: 5 8; Community Plan: Priority Category: Medium,1499999,0,,,0,0,0,0,0,0,0
2018,Intangible Assets # Information Tech,364,Public Utilities,PUD SAP EHS Implementation,,,,299999,0,,,0,0,0,0,0,0,0
2018,Bldg - MWWD - Treatment Plants,365,Public Utilities,SBWR Plant Demineralization,,,Council District: 8; Community Plan: Tijuana River Valley,5973694,0,,,0,0,0,0,0,0,0
2018,Bldg - Other City Facility / Structures,366,Public Utilities,Sewer CIP Emergency Reserve,2019,2019,Council District: Citywide; Community Plan: Citywide,5000000,0,,,0,5000000,0,0,0,0,0
2018,Wastewater - Collection Sys - Main,367,Public Utilities,Sewer Main Replacements,2019,2023,Council District: Citywide; Community Plan: Citywide,234518369,0,,,0,60600791,38301625,30009242,30009242,25237861,0
2018,Bldg - MWWD - Treatment Plants,368,Public Utilities,South Metro Sewer Rehabilitation Ph 3B,2019,2022,Council District: 2; Community Plan: Peninsula,157505,0,,,0,500000,2000000,4000000,2557451,0,0
2018,Bldg - Water - Standpipes,369,Public Utilities,Standpipe and Reservoir Rehabilitations,2019,2021,Council District: Citywide; Community Plan: Citywide,15872933,0,,,0,4675053,6567358,1122040,0,0,0
2018,Wastewater - Collection Sys - Trunk Swr,370,Public Utilities,Tecolote Canyon Trunk Sewer Improvement,2020,2021,Council District: 2; Community Plan: Clairemont Mesa,5679999,0,,,0,0,10000000,1180000,0,0,0
2018,Bldg - Water - Pump Stations,371,Public Utilities,Tierrasanta (Via Dominique) Pump Station,2019,2019,Council District: 7; Community Plan: Tierrasanta,14653995,0,,,0,600000,0,0,0,0,0
2018,Water - Distribution Sys - Distribution,372,Public Utilities,University Ave Pipeline Replacement,,,Council District: 3; Community Plan: Uptown; Greater North Park,25999999,0,,,0,0,0,0,0,0,0
2018,Bldg - Water - Standpipes,373,Public Utilities,University Heights Water Tower Seismic Retrofit,,,Council District: 3; Community Plan: Greater North Park,2162999,0,,,0,0,0,0,0,0,0
2018,Wastewater - Collection Sys - Main,374,Public Utilities,Unscheduled Projects,,,Council District: Citywide; Community Plan: Citywide,10719264,0,,,0,0,0,0,0,0,0
2018,Water - Distribution Sys - Distribution,375,Public Utilities,Upas St Pipeline Replacement,2019,2019,Council District: 2 3; Community Plan: Uptown; Greater North Park; Midway - Pacific Highway,35896325,0,,,0,500000,0,0,0,0,0
2018,Water - Distribution Sys - Distribution,376,Public Utilities,Water & Sewer Group Job 816 (W),2019,2019,Council District: 2; Community Plan: Pacific Beach,15033882,0,,,0,1485509,0,0,0,0,0
2018,Bldg - Other City Facility / Structures,377,Public Utilities,Water CIP Emergency Reserve,,,Council District: Citywide; Community Plan: Citywide,5000000,0,,,0,0,0,0,0,0,0
2018,Bldg - Operations Facility / Structures,378,Public Utilities,Water Department Security Upgrades,2020,2020,Council District: Citywide; Community Plan: Citywide,8565061,0,,,0,0,1800000,0,0,0,0
2018,Water - Distribution Sys - Distribution,379,Public Utilities,Water Main Replacements,2019,2023,Council District: Citywide; Community Plan: Citywide,250124788,0,,,0,77121574,50000000,50000000,50000000,35823418,0
2018,Bldg - Water - Pump Stations,380,Public Utilities,Water Pump Station Restoration,2019,2022,Council District: Citywide; Community Plan: Citywide,15900779,0,,,0,6401328,6091349,8618132,8618132,0,0
2018,Bldg - Water - Treatment Plants,381,Public Utilities,Water Treatment Plants,2019,2022,Council District: 5 7 Non-City; Community Plan: Scripps Miramar Ranch; Navajo; Non City,2569965,0,,,0,200000,703600,246192,246192,0,0
2018,Bldg - MWWD - Administration Struct,382,Public Utilities,Wet Weather Storage Facility,2020,2021,Council District: 1 2 6; Community Plan: University; Clairemont Mesa; Mission Bay Park; Peninsula,2491625,0,,,0,0,1000000,3780501,0,0,0
2018,Bldg - Other City Facility / Structures,388,Public Works - General Services,City Facilities Improvements,2019,2023,Council District: Citywide; Community Plan: Citywide,35619139,0,,,146450408,2975000,13600000,16700000,15400000,1900000,0
2018,Bldg - Other City Facility / Structures,389,Public Works - General Services,Palm Avenue Transitional Housing,,,Council District: 8; Community Plan: Otay Mesa - Nestor,6499999,0,,,0,0,0,0,0,0,0
2018,Trans - Signals - Calming/Speed Abatemt,402,Transportation & Storm Water,25th Street Renaissance Project,,,Council District: 3; Community Plan: Greater Golden Hill,2862047,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,403,Transportation & Storm Water,43rd St fr Logan to I805 St Widening,,,Council District: 4 9; Community Plan: C48 Southeastern San Diego,8948222,0,,,0,0,0,0,0,0,0
2018,Trans - Roads/Widening/Reconfiguration,404,Transportation & Storm Water,Airway Road Improvements,,,Council District: 8; Community Plan: Otay Mesa,10000,0,,,0,0,0,0,0,0,0
2018,Drainage - Storm Drain Pipes,405,Transportation & Storm Water,Alta La Jolla Drive Drainage Repair PhII,,,Council District: 1; Community Plan: La Jolla,6206104,0,,,0,0,0,0,0,0,0
2018,Drainage - Storm Drain Pipes,406,Transportation & Storm Water,Avenida de la Playa Infrastructure-SD,,,Council District: 1; Community Plan: La Jolla,12462506,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway - Enhance/Scape/Medians,407,Transportation & Storm Water,Azalea Park Neighborhood Identification,,,Council District: 9; Community Plan: Mid-City: City Heights,388001,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway - Enhance/Scape/Medians,408,Transportation & Storm Water,Balboa Avenue Corridor Improvements,,,Council District: 2 6; Community Plan: Clairemont Mesa; Kearny Mesa,3063987,0,,,0,0,0,0,0,0,0
2018,Trans - Bicycle Facilities (All Class.),409,Transportation & Storm Water,Bayshore Bikeway,,,Council District: 8; Community Plan: C34 Otay Mesa - Nestor,5667774,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway - GRails/BRails/Safety,410,Transportation & Storm Water,Bridge Rehabilitation,2019,2023,Council District: Citywide; Community Plan: Citywide,4199076,0,,,0,600000,500000,500000,500000,500000,0
2018,Trans - Roadway,411,Transportation & Storm Water,Bus Stop Improvements,2022,2023,Council District: Citywide; Community Plan: Citywide,111872,0,,,0,0,0,0,106000,190000,0
2018,T r a ns - Roadway,412,Transportation & Storm Water,Camino Del Sur - 2 Lns(T Sta Fe to Carmel Mtn. Rd),2019,2019,Council District: 5; Community Plan: Torrey Highlands,3245000,0,,,0,1925000,0,0,0,0,0
2018,Trans - Roadway,413,Transportation & Storm Water,Camino Del Sur (Bernardo Lks,,,Council District: 1; Community Plan: Black Mountain Ranch,49999,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,414,Transportation & Storm Water,Camino Del Sur-SR-56 to Dormouse,,,Council District: 6; Community Plan: C40 Rancho Penasquitos; C51 Torrey Highlands,1204893,0,,,0,0,0,0,0,0,0
2018,Trans - Bicycle Facilities (All Class.),415,Transportation & Storm Water,Carmel Country Road Low Flow Channel,,,Council District: 1; Community Plan: Carmel Valley,2711999,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,416,Transportation & Storm Water,Carmel Mountain Rd to Del Mar Mesa Rd,,,Council District: 1; Community Plan: Del Mar Mesa,1799999,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,417,Transportation & Storm Water,Carmel Mountain Road (T-5.2),2019,2019,Council District: 5 6; Community Plan: Torrey Highlands,2699999,0,,,0,7070179,0,0,0,0,0
2018,Trans - Roadway,418,Transportation & Storm Water,Carmel Val Rd-Lopelia Mdws-Via Abertura,,,Council District: 1; Community Plan: Pacific Highlands Ranch,13999999,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,419,Transportation & Storm Water,Carmel Valley Rd 4/6 Lanes s of Street A,,,Council District: 1; Community Plan: Torrey Highlands; Pacific Highlands Ranch,7084999,0,,,0,0,0,0,0,0,0
2018,T r a n s - Roadway,420,Transportation & Storm Water,Carmel Vly Rd Widening(Camino Del Sur to Blk MtnRd,2019,2019,Council District: 5; Community Plan: Torrey Highlands,1774058,0,,,0,1145519,0,0,0,0,0
2018,Trans - Bridge - Vehicular,421,Transportation & Storm Water,Carroll Cyn Rd,,,Council District: 1 6; Community Plan: C24 Mira Mesa; Torrey Pines,21057999,0,,,0,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,422,Transportation & Storm Water,Cherokee Street Improvements,,,Council District: 3; Community Plan: Mid-City: Normal Heights,1930004,0,,,0,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,423,Transportation & Storm Water,City Heights Pedestrian Imp Phase 2,,,Council District: 9; Community Plan: Mid-City: City Heights,596041,0,,,0,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,424,Transportation & Storm Water,City Heights Pedestrian Improvements,,,Council District: 9; Community Plan: Mid-City: City Heights,4185756,0,,,0,0,0,0,0,0,0
2018,Trans - Bicycle Facilities (All Class.),425,Transportation & Storm Water,Coastal Rail Trail,,,Council District: 1; Community Plan: La Jolla,3042271,0,,,21425628,0,0,0,0,0,0
2018,Drainage - Storm Drain Pipes,426,Transportation & Storm Water,Coolidge Street Storm Drain,,,Council District: 7; Community Plan: Linda Vista,1184873,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,427,Transportation & Storm Water,Del Sol Boulevard-Central,,,Council District: 8; Community Plan: Otay Mesa,5529193,0,,,0,0,0,0,0,0,0
2018,Drainage - Storm Drain Pipes,428,Transportation & Storm Water,Drainage Projects,,,Council District: Citywide; Community Plan: Citywide,73241571,0,,,304867669,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,429,Transportation & Storm Water,El Camino Real to ViaDeLaValle (1/2 mile),2019,2024,Council District: 1; Community Plan: C15 Future Urbanizing Area - Subarea 2,10694796,0,,,2965000,937000,0,0,20695658,0,1110000
2018,Trans - Bicycle Facilities (All Class.),430,Transportation & Storm Water,El Camino Real,,,Council District: 1; Community Plan: Carmel Valley,555339,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,431,Transportation & Storm Water,Euclid Avenue & Home Improvements,,,Council District: 9; Community Plan: Mid-City: Normal Heights,1012739,0,,,0,0,0,0,0,0,0
2018,Trans - Signals - Calming/Speed Abatemt,432,Transportation & Storm Water,Five Points Neighborhood Pedestrian Impr,,,Council District: 2 3; Community Plan: Uptown; Midway - Pacific Highway,924999,0,,,0,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,433,Transportation & Storm Water,Genesee Avenue Widen I-5 Crossing,,,Council District: 1; Community Plan: C53 University,22587666,0,,,0,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,434,Transportation & Storm Water,Georgia Street Bridge Improvements,2019,2019,Council District: 3; Community Plan: C17 Greater North Park,15170308,0,,,0,810000,0,0,0,0,0
2018,Trans - Roadway - GRails/BRails/Safety,435,Transportation & Storm Water,Guard Rails,,,Council District: Citywide; Community Plan: Citywide,3472840,0,,,1806300,0,0,0,0,0,0
2018,Drainage - Storm Drain Pipes,436,Transportation & Storm Water,Hayes Ave Storm Drain,,,Council District: 3; Community Plan: Uptown,1320099,0,,,0,0,0,0,0,0,0
2018,Trans - Signals - Traffic Signals,437,Transportation & Storm Water,Install T/S Interconnect Systems,2019,2023,Council District: Citywide; Community Plan: Citywide,10914693,0,,,118575400,100000,100000,100000,100000,100000,0
2018,Trans - Roadway - Street Lighting,438,Transportation & Storm Water,Installation of City Owned Street Lights,2019,2023,Council District: Citywide; Community Plan: Citywide,4376415,0,,,182509832,4190168,200000,200000,200000,200000,0
2018,Trans - Bicycle Facilities (All Class.),439,Transportation & Storm Water,Interstate 5 Underpass-Bikeway,,,Council District: 1; Community Plan: Carmel Valley,1630229,0,,,1116010,0,0,0,0,0,0
2018,Trans - Roadway,440,Transportation & Storm Water,Juan Street Concrete Street,,,Council District: 3; Community Plan: Old San Diego; Uptown,8529842,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,441,Transportation & Storm Water,La Jolla Mesa Drive Sidewalk,,,Council District: 1; Community Plan: C20 La Jolla,615999,0,,,0,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,442,Transportation & Storm Water,La Jolla Village Drive-I-805 Ramps,,,Council District: 1; Community Plan: C53 University,23974535,0,,,0,0,0,0,0,0,0
2018,Trans - Roads/Widening/Reconfiguration,443,Transportation & Storm Water,La Media Road Improvements,2019,2019,Council District: 8; Community Plan: Otay Mesa,11796689,0,,,24834262,369048,0,0,0,0,0
2018,Trans - Roadway,444,Transportation & Storm Water,Linda Vista,,,Council District: 6; Community Plan: P09 Linda Vista,1052999,0,,,0,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,445,Transportation & Storm Water,Market St-Euclid to Pitta-Improvements,2019,2019,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),717499,0,,,4651600,200000,0,0,0,0,0
2018,Trans - Roadway - Enhance/Scape/Medians,446,Transportation & Storm Water,Market Street-47th to Euclid-Complete Street,2019,2020,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),1058083,0,,,2901916,900000,2747000,0,0,0,0
2018,Trans - Roadway - Enhance/Scape/Medians,447,Transportation & Storm Water,Martin Luther King Jr. Promenade,,,Council District: 4; Community Plan: Southeastern San Diego,224999,0,,,1005000,0,0,0,0,0,0
2018,Trans - Roadway - Enhance/Scape/Medians,448,Transportation & Storm Water,Median Installation,2019,2023,Council District: Citywide; Community Plan: Citywide,2485545,0,,,5160000,750000,1140000,100000,100000,100000,0
2018,Trans - Bicycle Facilities (All Class.),449,Transportation & Storm Water,Minor Bike Facilities,2019,2023,Council District: Citywide; Community Plan: Citywide,10413896,0,,,86731000,900000,200000,200000,200000,200000,0
2018,Trans - Roadway,450,Transportation & Storm Water,Miramar Road-I-805 Easterly Ramps,2019,2019,Council District: 1; Community Plan: C53 University,7588072,0,,,0,460000,0,0,0,0,0
2018,Trans - Bridge - Vehicular,451,Transportation & Storm Water,N Torrey Pines Rd Bridge,,,Council District: 1; Community Plan: Torrey Pines,14530652,0,,,100000,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,452,Transportation & Storm Water,New Walkways,2019,2023,Council District: Citywide; Community Plan: Citywide,13115452,0,,,104615000,1182000,1000000,1000000,1000000,1000000,0
2018,Trans - Roadway,453,Transportation & Storm Water,Old Otay Mesa Road-Westerly,,,Council District: 8; Community Plan: C33 Otay Mesa; Otay Mesa - Nestor,15651670,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,454,Transportation & Storm Water,Otay Mesa Truck Route Phase 4,2019,2019,Council District: 8; Community Plan: Otay Mesa,12249999,0,,,3630000,7580000,0,0,0,0,0
