cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019
2013,Bldg - MWWD - Pump Stations,432,Public Utilities,Pump Station Restorations,2014,2019,Council District: Citywide; Community Plan: Citywide,4400692,23509187,This annual allocation provides for the replacement of deteriorated municipal pumping equip- ment and/or pipeline appurtenances.,"Many existing sewer pump stations have reached or exceeded their anticipated service life. However, because of the widely varying actual lengths of service life, the scheduling of pump station restora- tions is difficult. This project allows flexibility in replacing deteriorated pumping equipment.",0,1250000,2500000,2100000,6200000,5200000,1858496
2013,Bldg - MWWD - Pump Stations,433,Public Utilities,Pump Station Upgrades Group I North County,,,Council District: Citywide; Community Plan: Citywide,16116827,16116827,"This project provides for the upgrade of 23 pump stations, divided into four groups, located throughout San Diego. The upgrades involve providing new and backup pumps and motors, new control pan- els, new generators, redundant force mains, underground storage tanks, and miscellaneous civil work.","This project will provide for the upgrading of deteriorated pump stations, improvement of the level of service to the residents of San Diego, and compliance with regulatory agencies by reducing the impact of sewer spills.",0,0,0,0,0,0,0
2013,Reclaimed Water System - Pipelines,434,Public Utilities,Reclaimed Water Extension,,,Council District: Citywide; Community Plan: Citywide,843168,843168,This annual allocation provides for pipeline extensions of the City's Recycled Water Distribu- tion System to serve potential customers adjacent or in close proximity to the existing system.,This project provides recycled water to customers served by the pipeline extensions.,0,0,0,0,0,0,0
2013,Reclaimed Water System - Pipelines,435,Public Utilities,Reclaimed Water Retrofit,,,Council District: Citywide; Community Plan: Citywide,851034,851033,This annual allocation provides for supplying city facilities with the proper connections and metering for the new reclaimed water distribution system.,The City of San Diego has embarked on an aggressive water reclamation program to provide reclaimed water to large users of potable water for irrigation purposes. This will allow the City to increase its available potable water to serve new potential customers.,0,0,0,0,0,0,0
2013,Reclaimed Water System - Pipelines,436,Public Utilities,Recycled Water System Upgrades,,,"Council District: 1, 5, 6; Community Plan: University, Black Mountain Ranch, Mira Mesa, Scripps Miramar Ranch",2350000,2350000,"This project is needed to ensure that spills from the recycled water system flow into the sewer rather than the storm water system. This project would include 14 Pressure Reducing Station vaults to be retro- fitted to divert the drainage inside the vault from the storm drain to the sewer system, as required by the Regional Water Quality Control Board.",This project is needed to comply with the latest regulatory requirements of the Regional Water Quality Control Board that recycled water be drained to the sewer system rather than the storm drain system when emergency spills or main breaks occur inside the vaults.,0,0,0,0,0,0,0
2013,Reclaimed Water System - Pipelines,437,Public Utilities,Recycled Water Systems Upgrades,,,Council District: Citywide; Community Plan: Citywide,337422,337422,This annual allocation provides for the upgrade and replacement of recycled water system com- ponents as necessary.,Replacement and upgrades are necessary for the ongoing operation of the recycled water sys- tem.,0,0,0,0,0,0,0
2013,Reclaimed Water System - Reservoirs,438,Public Utilities,Recycled Water Tank Modifications,2015,2015,"Council District: 1, 5, 8; Community Plan: Scripps Miramar Ranch, Rancho Penasquitos, Tijuana River Valley",791984,900000,"This project provides four recycled water tank drain modifications to comply with new regula- tory requirements. The tanks being modified are the 9 million gallon (mg) Miramar Recycled Water Tank, the 9mg Tank Automated Chlorination Facility, and the 9mg Tank Reservoir Management System (two mixers inside the tank).",This project is needed in order to comply with the latest regulatory requirements of the Regional Water Quality Control Board that recycled water be drained to the sewer system rather than the storm drain system.,0,0,108016,0,0,0,0
2013,Bldg - MWWD - Treatment Plants,439,Public Utilities,SBWR Plant Demineralization,2014,2014,Council District: 8; Community Plan: Tijuana River Valley,622839,3279133,This project provides demineralization of reclaimed water using the Electrodialysis Reversal (EDR) process. The project will relocate two trailer mounted EDR units from the North City Water Reclama- tion Plant to the South Bay Water Reclamation Plant to reduce the Total Dissolved Solids (TDS) in the reclaimed water. Approximately 34 percent of all Metro Sewer Utility Fund,The majority of reclaimed water is used for irrigation. Demineralization will reduce the level of total dissolved solids in the reclaimed water.,0,2656294,0,0,0,0,0
2013,Bldg - Water - Pump Stations,440,Public Utilities,Scripps Ranch Pump Station,2014,2014,"Council District: 5; Community Plan: Scripps Miramar Ranch, Miramar Ranch North",11767000,13079000,This project provides for the construction of a new pump station with a total pump station capac- ity of 17.2 million gallons per day. This pump station will replace the Scripps Miramar pump as the lead pump to the 1020 zone (Scripps Ranch Pump Station).,The existing pump station is past its useful lifespan and has become inefficient and unreliable and lacks adequate fire flow capacity.,0,1312000,0,0,0,0,0
2013,Water - Distribution Sys - Distribution,441,Public Utilities,Seismic Upgrades,2016,2016,Council District: Citywide; Community Plan: Citywide,0,50000,This annual allocation provides for seismic retrofits and upgrades to existing facilities to protect the water system in case of an earthquake.,Many existing facilities throughout the City have serious structural and seismic deficiencies. This annual allocation provides funding to upgrade these facilities to meet current compliance requirements and guidelines. This project allows City crews the ability to rapidly restore water services to affected areas after a large earthquake.,0,0,0,50000,0,0,0
2013,Wastewater - Collection Sys - Main,442,Public Utilities,Sewer Main Replacements,2014,2019,Council District: Citywide; Community Plan: Citywide,134750976,368750976,This annual allocation provides for the replacement of deteriorated and undersized sewer mains at various locations within the Municipal Wastewater System.,This annual allocation provides for the replacement of sewer mains that are in a deteriorated condition or are undersized.,0,23000000,50000000,44000000,30000000,45000000,42000000
2013,Reclaimed Water System - Pipelines,443,Public Utilities,South Bay Reclamation System,,,"Council District: 8; Community Plan: San Ysidro, Tijuana River Valley",1499134,1499134,"This project acquires a pipeline that was installed by the Metropolitan Wastewater Department at Dairy Mart Road. It is approximately 4,145 linear feet of 30-inch diameter, ductile iron pipe, polyurethane lined and coated. A cathodic protection system is in place on this project. Subsequently, additional sub-projects will be created to form a distribution system for reclaimed water produced at the South Bay Water Reclamation Plant.","One of the requirements of the Ocean Pollution Reduction Act Consent Decree Agreement between the City, the State of California, and the Environmental Protection Agency is the beneficial reuse of Title 22 reclaimed water.",0,0,0,0,0,0,0
2013,Bldg - MWWD - Treatment Plants,444,Public Utilities,South Metro Sewer Rehabilitation Phase 3B,2015,2017,Council District: 2; Community Plan: Peninsula,157506,9214957,"This project will rehabilitate the remaining 5,000 feet of the 108-inch pipeline from Winship Lane to Pump Station 2. Approximately 34 percent of all Metro Sewer Utility Fund",Sections of the South Metro Interceptor have deteriorated significantly due to the corrosive effects of sewer gases over 40 years.,0,0,4857451,0,4200000,0,0
2013,Wastewater - Collection Sys - Trunk Swr,445,Public Utilities,South Mission Valley Trunk Sewer,,,"Council District: 3, 7; Community Plan: Mission Valley, Old San Diego",15801937,15801938,"This project provides for the installation of approximately 3,000 feet of new 36-inch trunk sewer along Interstate 8 between Taylor Street and Hotel Circle Place, and approximately 600 feet of new 24-inch trunk sewer at the Interstate 5/Interstate 8 interchange.",This project will increase the flow capacity of the South Mission Valley Trunk Sewer.,0,0,0,0,0,0,0
