cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019
2013,Parks - Miscellaneous Parks,265,Park & Recreation,Mission Bay Athletic Area Comfort Stn Modernize,,,Council District: 2; Community Plan: Mission Bay Park,209057,1029057,This project provides for the removal and replacement of the existing comfort station/concession stand at the Mission Bay Athletic Area. It will also provide an accessible path of travel from Grand Avenue to the comfort station and the center of the ball field complex.,These improvements are necessary to provide Americans with Disibility Act (ADA) accessibil- ity to the comfort station and concession stand which are not currently accessible.,820000,0,0,0,0,0,0
2013,Golf Courses,266,Park & Recreation,Mission Bay Golf Course Practice Cntr Bldg Improve,2014,2014,Council District: 2; Community Plan: Mission Bay Park,700000,1400000,"This project provides for the demolition of the existing, antiquated practice center and clubhouse buildings, and installation of temporary trailers/portables at the Mission Bay Golf Course until such time as the new clubhouse is constructed. The design and construction of a new practice center, parking lot, and clubhouse, which were originally part of this project, will be completed separately in the future, in conjunction with other projects proposed for the golf course.","These improvements are necesssary to comply with current codes, address maintenance needs, and increase the viability of identifying potential future lessees.",0,700000,0,0,0,0,0
2013,Golf Courses,267,Park & Recreation,Mission Bay Golf Course Renovation,2015,2015,Council District: 2; Community Plan: Mission Bay Park,460000,2960000,"This project provides for the design and construction of various improvements within Mission Bay Golf Course. Work will include renovation and reconstruction of the existing course and will consist of new landscaping and irrigation, upgraded electrical and lighting system, drainage improvements, installation of cart paths near tee boxes, upgraded tee boxes, improvements to signage, as well as other improvements relevant to the conditions of play will also be included.","This project is needed to provide the long awaited improvements to the 18-hole golf course. For example, the new computerized irrigation system will replace a system that is outdated, inefficient, and does not meet current or future water restriction requirements. These improvements will help bring the golf course to within industry standards for municipal golf courses.",0,0,2500000,0,0,0,0
2013,Golf Courses,268,Park & Recreation,Mission Bay Golf Course and Practice Center,2014,2014,Council District: 2; Community Plan: Mission Bay Park,900000,1400000,This annual allocation provides for the unexpected replacement of minor capital assets on an as- needed basis at the City's Municipal Golf Course - Mission Bay.,This annual allocation will provide a capital assets cost-avoidance program allowing for the timely replacement of unanticipated failure of golf capital assets.,0,500000,0,0,0,0,0
2013,Parks - Miscellaneous Parks,269,Park & Recreation,Mission Bay Improvements,2014,2018,"Council District: 2, 6; Community Plan: Mission Bay Park",5077710,32174938,"This annual allocation provides for permanent public capital improvements and deferred mainte- nance of existing facilities in accordance with City Charter, Article V, Section 55.2.","Mission Bay Park, as well as other regional parks, open spaces, and coastal beaches, helps define the City's identity, enriches quality of life, and serves as a visitor attraction that strengthens the local economy. This regional treasure is threatened by increasing use and a backlog of needed improvements.",0,3114678,4894572,5616508,6356493,7114977,0
2013,Parks - Resource Based,270,Park & Recreation,Mission Bay,,,"Council District: 2, 6; Community Plan: Mission Bay Park",420000,420000,This project provides for the refinement and design development of the general development plan for Fiesta Island as proposed in the Mission Bay Park Master Plan Update.,"General development plan refinement and design development prior to preparation of construc- tion documents for Fiesta Island development, which will implement the recommendations of the Mission Bay Master Plan Update.",0,0,0,0,0,0,0
2013,Trans - Roadway - Street Lighting,271,Park & Recreation,Mission Hills Historic Street Lighting,,,Council District: 3; Community Plan: Uptown,367486,367486,"This project provides for the procurement and installation of decorative, acorn style, street light- ing within the Mission Hills Historic Street Lighting Maintenance Assessment District.",This project is an identified improvement in the Mission Hills Historic Street Lighting Mainte- nance Assessment District and will be conducted in conjunction with an underground utility project.,0,0,0,0,0,0,0
2013,Parks - Open Space,272,Park & Recreation,Mission Trails Regional Park Cowles Mountain Trail,,,"Council District: 7; Community Plan: Navajo, Tierrasanta",400000,400000,"This project provides for design, engineering, construction, and installation of structures, as well as the rehabilitation and installation of appropriate material to re-establish approximately 2,000 linear feet of existing trail. This project will supplement the existing and increasing recreational activities of hikers and the increase of sensitive resource impacts caused by hikers leaving the official trail. When completed, this trail rehabilitation will improve safety and reduce or eliminate loss of sensitive natural resources due to visitor use and erosion. Improvements will include minimal pruning and hand crew installation of materials. No grading will be done; however, some hand tool manipulation of existing soils may occur.",This project will benefit the community by increasing safety for hikers and protect sensitive natural and cultural resources.,0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,273,Park & Recreation,Mission Trails Regional Park Master Plan Update,,,"Council District: 7; Community Plan: Navajo, Tierrasanta, Rancho Encantada, East Elliott",884829,884829,"This project provides for an update to the 1985 Mission Trails Regional Park (MTRP) Master Development Plan to identify completed capital projects and to guide future expansion, development, and pres- ervation of the park, as well as to provide an environmental document to determine potential impacts. A Natural Resource Management Plan will also be prepared and incorporated into the master plan document to provide park rangers with information and tools to manage the Park's sensitive resources.","MTRP faces numerous challenges and issues due to the high number of vistors and the Park's location within a densely populated area. Extensive recreational use, illegal off-road vehicle activity, erosion, urban runoff, and invasive non-native plants are potential threats to the continued health of the Park's natural resources. The MTRP Natural Resource Management Plan is a part of the implementation task of the City of San Diego's Multiple Species Conservation Program (MSCP). The MSCP was officially adopted on March 18, 1997; The United States Fish and Wildlife Service and the California Department of Fish and Game approved the plan on July 17, 1997.",0,0,0,0,0,0,0
2013,Parks - Trails,274,Park & Recreation,Mission Trails Regional Park Trail Realignments,,,"Council District: 7; Community Plan: Navajo, Tierrasanta",215000,215000,"This project provides for design, engineering, and construction of approximately 5,000 linear feet of new (realignment) trail and rehabilitation of approximately 3,500 linear feet of existing trail. This is to supplement existing and increased recreational activity of all visitor user groups (hikers, bikes, equestrian) and to stabilize and protect sensitive habitat and natural resources currently impacted by poor trail alignment. Improvements will include vegetation pruning and trimming, as well as hand crew manipulation of soils for best location of trails that will meet City Trail Standards (safety and sustainability). Locations of these trail realignments have been roughly engineered on-site but will require environmental review and approval. No grading is anticipated. No trails in this area are Americans with Disabilities Act (ADA) accessible and this realignment would not provide ADA opportunities due to lack of access.",New realignment will provide for improved safety to vistors and protection of sensitive resources.,0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,275,Park & Recreation,Mission Trails Regional Pk Equest Comfort Station,,,Council District: 7; Community Plan: Navajo,578000,578000,This project provides for a comfort station/service building at the Mission Trails Regional Park Equestrian Staging Area.,The project will provide a needed comfort station at the Mission Trails Regional Park Eques- trian Staging Area where one does not currently exist.,0,0,0,0,0,0,0
2013,Bldg - Other City Facility / Structures,276,Park & Recreation,Montgomery Academy Joint Use Improvements,2014,2014,Council District: 7; Community Plan: Linda Vista,695000,1091000,"This project provides for the construction of approximately three acres of joint-use play fields at the Montgomery Academy and associated Americans with Disabilities Act (ADA) improvements to comply with all State and federal accessibility guidelines and City standards. Phase I amenities may include a turfed multi-purpose sports field, security lighting, decomposed granite running track, accessibility improvements, signage, site furnishings, and miscellaneous landscaping. Phase II amenities may include picnic shelters, site furnishings, accent plantings, and enhanced gateway treatments.","Development of this project is a Site Development Permit condition of the Pacific Ridge Apart- ment Homes to satisfy population-based park acreage requirements in accordance with the City's General Plan standards for the anticipated population generated by the residential development. Additionally, it provides joint-use recreational facilities in a community deficient in population-based park and recreation facilities.",0,396000,0,0,0,0,0
2013,Parks - Neighborhood,277,Park & Recreation,Montgomery Waller Community Park,,,Council District: 8; Community Plan: Otay Mesa - Nestor,1005899,1005899,"This project provides for lighting and park improvements at the Montgomery-Waller Commu- nity Park. Phase I of this project provides for the addition of lighting to the existing multi-purpose softball, soc- cer, and football field. Phase II will replace the comfort station.",This project will provide needed facilities to expand the hours of use at the park and provide safer access for park users.,0,0,0,0,0,0,0
2013,Parks - Neighborhood,278,Park & Recreation,Mountain View Neighborhood Park Area Upgrades,,,Council District: 9; Community Plan: Southeastern San Diego,844586,1025000,"This project provides for Americans with Disabilities Act (ADA) upgrades and improvements to the children's play area and path of travel within the park to comply with State and federal safety and accessibil- ity guidelines, and will serve the needs of existing and future residents.",This project is needed to upgrade existing site improvements and play area facilities to meet current federal and State safety and accessibility regulations.,180414,0,0,0,0,0,0
2013,Parks - Open Space,279,Park & Recreation,Multiple Species Conservation,,,Council District: Citywide; Community Plan: Citywide,4104830,21144303,This project provides for acquiring property in support of the Multiple Species Conservation Program (MSCP).,"The Multiple Species Conservation Program (MSCP) Implementing Agreement, Section 10(a), Take Authorization of the Endangered Species Act, mandates a statutory responsibility on the part of the City to assemble the MSCP preserve. This responsibility includes public land acquisition to be used for wildlife habitat.",17039472,0,0,0,0,0,0
2013,Bldg - Other City Facility / Structures,280,Park & Recreation,Museum of Man Roof Replacement,,,Council District: 3; Community Plan: Balboa Park,2114870,2114870,"This project is intended to restore the integrity of the museum, stop the roof leakages, fix the museum ornamentation, restore the historic carports, protect the public safety, and minimize costly mainte- nance. Phase I scope of work includes the following: re-roof the Administration Building, re-roof the clay tile roof on the south side of the quadrangle (re-use existing tile), re-roof and partially reconstruct the carport between the north wing and the administration building (re-use existing tiles), re-roof the north wing of the main museum including the built-up roof, restore ornamentation, restore windows, repair and/or reseal tile domes, replace finial on western quadrangle entrance, and other miscellaneous restoration items including the replacement of two curb ramps. Phase II scope of work includes repairs to the interior caused by roof leakages.","This project will restore the integrity of the museum, stop the roof leakages, fix the museum ornamentation, restore the historic carports, protect the public safety, and minimize costly maintenance.",0,0,0,0,0,0,0
2013,Bldg - Parks - Recreation/Pool Centers,281,Park & Recreation,NTC Aquatic Center,,,Council District: 2; Community Plan: Peninsula,1486726,1486726,"This project will provide for the planning and design of a new aquatic facility center at Naval Training Center Park. The proposed facility will include, but will not be limited to, two competitive and recre- ational pools, a leisure pool with water playground features, spectator seating deck, bath house facility, and associated site improvements.",This project will contribute to satisfying the recreation facility requirement set forth in the City's General Plan.,0,0,0,0,0,0,0
2013,Parks - Community,282,Park & Recreation,Normal Heights Community Park Development,,,Council District: 3; Community Plan: Normal Heights (Mid-City),192281,192281,This project will provide for the amendment of the General Development Plan to expand the current five-acre park site to an approximately six-acre site located at 39th Street and Ward Canyon.,This project will provide the community with additional recreational opportunities as well as enhance the visual quality in an area that is park deficient.,0,0,0,0,0,0,0
2013,Parks - Community,283,Park & Recreation,North Ocean Beach Gateway Phase II,,,Council District: 2; Community Plan: Ocean Beach,200000,401000,The scope of work will include design and construction of disabled accessible walkway with landings to comply with the current Americans with Disability Act requirements. The newly proposed walkway will connect the existing entry plaza to the north end of the project site which is adjacent to Robb Field. The scope will also include enhanced crosswalk improvements at the intersection of West Point Loma Boulevard and Sunset Cliffs Boulevard and a property line screen wall.,"To provide disabled accessible walkway with landings to comply with the current Americans with Disability Act requirements, the newly proposed walkway will connect the existing entry plaza to the north end of the project site which is adjacent to Robb Field.",201000,0,0,0,0,0,0
2013,Parks - Mini Parks,284,Park & Recreation,North Park Mini-Park and Streetscape Improvements,2014,2014,Council District: 3; Community Plan: Greater North Park,339274,2537949,"This project provides for the design and construction of an approximately 0.50 useable acre, urban mini-park to be located behind the recently renovated North Park Theatre. The project may include public art, plaza areas, specialty/enhanced paving areas for performances and events, an amphitheater or audience seat- ing area, a gazebo/shade structure, walkways, seat walls, security/decorative lighting, and landscape and irriga- tion. This project also provides for the design of a Streetscape Master Plan for approximately 1,800 linear feet of streetscape which may include enhanced street/pedestrian paving and walkways, street trees with tree grates, landscaping, irrigation, unique street furniture including benches and trash receptacles, security and decorative lighting, pedestrian ramps, curbs, and gutters.","The community is currently deficient in population-based park requirements set forth in the City's General Plan. This project will add population-based park acreage to the community, thus contributing to satisfying population-based park requirements. The project also includes the design of a Steetscape Master Plan, incorporating a streetscape system for the benefit of pedestrians, automobiles, and community members.",0,2198675,0,0,0,0,0
2013,Trans - Ped Fac - Sidewalks,285,Park & Recreation,North Park,,,Council District: 3; Community Plan: Greater North Park,200000,200000,The project provides for the replacement of existing red sidewalk and decorative tile pavement along 30th Street and University Avenue near the Main Street area of North Park.,"The project will replace existing red sidewalk and decorative tiles that are cracked, deterio- rated, and missing.",0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,286,Park & Recreation,Ocean Beach CDC - N Ocean Beach Revitalization,,,Council District: 2; Community Plan: Ocean Beach,845160,845160,"This project provides for streetscape improvements such as hardscape plaza, street trees, orna- mental lighting, landscaping, sidewalk repairs, bicycle facilities, signage, and Americans with Disabilities Act (ADA) improvements. The first phase of improvements is focused on the area at and adjacent to the intersection of Sunset Cliffs Boulevard and West Point Loma Boulevard, one of the main entries into the Ocean Beach com- munity.","The North Ocean Beach entryway has been identified as a location for streetscape improve- ments by Council District 2 and by the community. The goals are to increase safety and security, enhance the community image, and contribute positively to the commercial revitalization of the affected area.",0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,287,Park & Recreation,Ocean Beach Veterans Memorial,2014,2014,Council District: 2; Community Plan: Ocean Beach,0,76000,"This project provides for the demolition of the existing veterans memorial plaza at the foot of Newport Avenue and the installation of sidewalk pavers, veterans memorial wall, landscaping, lighting, and enhanced coastal access.",This project will retore the integrity of the veterans memorial plaza.,0,76000,0,0,0,0,0
2013,Parks - Resource Based,288,Park & Recreation,Old Mission Dam Preservation,,,"Council District: 7; Community Plan: Navajo, Tierrasanta",1577336,1577336,"This project provides for dredging behind the Old Mission Dam for the purpose of removing silt buildup, the required mitigation and monitoring program, and obtaining the necessary permits for long-term preservation measures.",This project will protect the structural integrity of the historic dam and improve water quality within the San Diego River.,0,0,0,0,0,0,0
2013,Parks - Mini Parks,289,Park & Recreation,Olive Street Park Acquisition and Development,,,Council District: 3; Community Plan: Uptown,2201585,2201585,"This project provides for the acquisition, design, and construction of approximately 0.36 acre of unimproved property contiguous with the south end of the existing Olive Street Park. The project will expand useable park acreage in the Uptown Community. Improvements may include amenities, such as multi-purpose turf areas, a children's play area, seating, walkways, landscaping, and security lighting.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan in a community currently deficient in population-based parks per General Plan guide- lines.,0,0,0,0,0,0,0
2013,Parks - Open Space,290,Park & Recreation,Open Space Improvements,,,Council District: Citywide; Community Plan: Citywide,2324336,2324336,"This project provides funding for developing various public facilities within the City's resource- based open space parks. Improvements may include, but not be limited to, rehabilitation of Cowles Mountain Trail, drainage improvements within Tecolote Open Space, San Diego River improvements, Arizona Landfill reclamation test plot, and North Chollas Open Space enhancement.","This project is needed to preserve and enhance the City's open space areas. Enhancement may include removal of exotic, invasive, and non-native plant material and re-vegetation with native plants of the areas susceptible to erosion.",0,0,0,0,0,0,0
2013,Parks - Resource Based,291,Park & Recreation,Otay Valley Fenton Pond RecreationTrail,,,Council District: 8; Community Plan: Otay Mesa,209605,209605,This project provides for an accessible trail in Otay Valley Regional Park from the Beyer Stag- ing Area around Fenton Pond.,This project will provide for increased recreational opportunities in Otay Valley Regional Park.,0,0,0,0,0,0,0
2013,Parks - Resource Based,292,Park & Recreation,Otay Valley Regional Park-Beyer Blvd Staging Area,,,Council District: 8; Community Plan: Otay Mesa - Nestor,2500396,2500396,"This project provides for the first staging area in Otay Valley Regional Park and will include hiking trails, a ranger station, and related amenities.",This project will provide access to the Otay Valley Regional Park.,0,0,0,0,0,0,0
2013,Parks - Community,293,Park & Recreation,Pacific Breezes (Ocean View Hills) Community Park,,,Council District: 8; Community Plan: Otay Mesa,11770000,11770000,"This project provides for the acquisition, design, and construction of the Pacific Breezes Com- munity Park. This park will be 15 acres with an additional five acres of joint-use with the adjacent Ocean View Hills School. Amenities may include lighted ball fields, a comfort station, a children's play area, picnic areas, and other improvements. A recreation center and pool complex are also",This project will provide the community with additional recreational opportunities and will enhance the visual quality of the area.,0,0,0,0,0,0,0
2013,Parks - Trails,294,Park & Recreation,Pacific Highlands Ranch Hiking & Biking Trails,2018,2019,Council District: 1; Community Plan: Pacific Highlands Ranch,175000,7239000,"This project provides for the design and construction of approximately 80,000 linear feet (15 miles) of hiking, equestrian, and biking trails to be located throughout the community in accordance with the Pacific Highlands Ranch subarea plan. The trail system will provide access into the multiple habitat planning area of McGonigle canyon; provide pathways along Del Mar Heights Road, Little McGonigle Ranch Road, Pacific Highlands Ranch Parkway, Lopelia Meadows Place, Old Carmel Valley Road Crossing under SR-56, and Carmel Valley Road alignments; and provide access into subarea II and the Rancho Penasquitos commu- nity. The project will also provide for the acquisitions, design, and construction of three trailheads/overlooks, including parking areas, benches, and signages.",This project will provide the community with additional recreational opportunities.,0,0,0,0,0,2054950,5009050
2013,Parks - Miscellaneous Parks,295,Park & Recreation,Palisades Park Comfort Station Replacement,2014,2014,Council District: 2; Community Plan: Pacific Beach,312712,712712,"This project provides for the removal and replacement of the existing comfort station at Pali- sades Park at the foot of Law Street in Pacific Beach. Minor grading outside the limits of the building footprint is anticipated due to the improvement of the accessible path from the accessible parking to the comfort station. Major excavations will be carried out for the new retaining walls and building foundations. Because of the lim- ited work areas, traffic control plans will be required during construction activities which will impact Ocean Boulevard.",These improvements are necessary to provide Americans with Disibilities Act (ADA) accessi- bility to the comfort station which is not currently accessible and to provide an accessible path of travel from the public way to the new facility.,0,400000,0,0,0,0,0
2013,Parks - Miscellaneous Parks,296,Park & Recreation,Park & Recreation Grant Match Funding,,,Council District: Citywide; Community Plan: Citywide,210261,210261,"This annual allocation provides for matching fund requirements and other unfunded needs for projects funded with alternative financing, which includes grants and private donations.",Grant match funding greatly enhances the Park & Recreation Department's ability to secure grants and donations to provide funding for projects.,0,0,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,297,Park & Recreation,Pomerado Rd Median Improvements-n/o of R Bernardo,2014,2014,Council District: 5; Community Plan: Rancho Bernardo,644750,899840,This project provides for the renovation and replacement of existing asphalt medians along Pomerado Road north of Rancho Bernardo Road with landscape improvements and accompanying stamped concrete at various locations.,This project will enhance the appearance of the corridor through the replacement of deteriorat- ing medians.,0,255090,0,0,0,0,0
2013,Parks - Community,298,Park & Recreation,Rancho Bernardo Community Park-Sports Field Lights,,,Council District: 5; Community Plan: Rancho Bernardo,870000,870000,This project provides for the design and construction of lighting systems for sports fields #5 and #6 at the Rancho Bernardo Community Park.,This project is needed to expand the hours of facility use and its capacity to serve the commu- nity's residential growth.,0,0,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,299,Park & Recreation,Rancho Bernardo Streetscape-Phase I,,,Council District: 5; Community Plan: Rancho Bernardo,75000,75000,"This project provides for streetscape improvements along arterial roadways within the Rancho Bernardo Maintenance Assessment District, including but not limited to the installation of decorative brick pav- ers, synthetic turf, decorative paving, and low water use demonstration planting projects.",The medians along arterial roadways in Rancho Bernardo Maintenance Assessment District were built in the late 1960s and are in need of refreshing. An existing brick median along Pomerado Road near Highland Valley Road is deteriorating. Existing turf medians may use more water than other landscaping appli- cations; this project intends to reduce water usage.,0,0,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,300,Park & Recreation,Rancho Bernardo Westwood Soundwall,,,Council District: 5; Community Plan: Rancho Bernardo,100000,100000,This project provides for landscape infrastructure to irrigate native plant material within the north public right-of-way along Rancho Bernardo Road from west of West Bernardo Drive to just north of Mat- inal Road near an existing soundwall. This project may also include landscape enhancements.,Installation of a landscape infrastructure would provide for a permanent water source to ensure the viability of native plants.,0,0,0,0,0,0,0
2013,Parks - Neighborhood,301,Park & Recreation,Rancho Encantada Park #2,2014,2014,"Council District: 5, 7; Community Plan: Rancho Encantada",1753000,2118000,"This project provides for development of approximately six acres for a neighborhood park to include active and passive uses, parking lot, playground, comfort station, and lighted ball fields.",This park will provide additional amenities above the the population-based park acreage requirements set forth in the City's General Plan due to an extraordinary benefits agreement.,0,365000,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,302,Park & Recreation,Rancho Penasquitos Monument Signs,,,"Council District: 5, 6; Community Plan: Rancho Penasquitos",186475,186475,This project provides for five permanent monument signs to be located in center medians throughout the Rancho Penasquitos community. The monument signs will read Welcome to Rancho De Los Penasquitos and may include faux rocks and solar lighting.,The existing monument signs need to be replaced because the signs have been destroyed or damaged by vehicle accidents.,0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,303,Park & Recreation,Rancho Penasquitos Skate Park,,,Council District: 5; Community Plan: Rancho Penasquitos,369305,369305,"This project provides for the replacement and upgrade of previously existing wooden skateboard ramps and structures, and installation of shade structures for park users.",This project will provide upgraded and additional recreation amenities to serve the residents of Rancho Penasquitos which is park-deficient by General Plan standards.,0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,304,Park & Recreation,Rancho Penasquitos Towne Centre Park Improvements,,,Council District: 5; Community Plan: Rancho Penasquitos,75000,75000,"This project provides for the installation of miscellaneous amenities to serve dog off-leash users, such as a group shade structure and dog drinking fountains, at the Rancho Penasquitos Towne Centre Park.",This project will provide additional recreation amenities to serve the residents of Rancho Penasquitos.,0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,305,Park & Recreation,Regional Park Improvements,2015,2018,Council District: Citywide; Community Plan: Citywide,7281683,17281683,"This annual allocation provides funding for planning and implementation of permanent public capital improvements, including land acquisitions for San Diego regional parks in accordance with City Char- ter, Article V, Section 55.2.","San Diego's regional park system contains recreation resources unique to the City. Parks such as Balboa Park, Mission Bay Park, Mission Trails Regional Park, Otay River Valley Park, and San Diego River Park, as well as open spaces and coastal beaches, help define the City's identity, enrich the quality of life for res- idents, and serve as visitor attractions that strengthen the local economy. These regional treasures are threat- ened by increasing use and a backlog of needed improvements.",0,0,2500000,2500000,2500000,2500000,0
2013,Parks - Resource Based,306,Park & Recreation,Resource-Based Open Space Parks,2014,2014,Council District: Citywide; Community Plan: Citywide,1131115,2058000,"This annual allocation provides for developing public facilities within the City's resource-based (Parks to Population Ratio - approximately 20 acres/1,000 people, Population Based: 2.8 acres, Resource Based/Open Space: 16.0 acres, Athletic Areas/Mini Parks: 1.6 acres) open space parks, including Los Penasqui- tos Canyon Preserve, Mission Trails Regional Park, Marian Bear Memorial Park, Tecolote Canyon Natural Park, Otay Valley Regional Park, Rose Canyon, and other open space parks such as Black Mountain. Other open space systems may be included as additional acquisitions are completed.","The City's open space acquisitions have resulted in increased interest by citizens, elected repre- sentatives, and government agencies in commencing development of open space public facilities, which are consistent with open space concepts such as trails, signs, historic site improvements, picnic facilities, and entry points.",0,926885,0,0,0,0,0
2013,Parks - Neighborhood,307,Park & Recreation,Riviera Del Sol Neighborhood Park,,,Council District: 8; Community Plan: Otay Mesa,3550000,6150000,This project provides for land acquisition and development of a 4.9 useable acre neighborhood park at a site located in the Riviera del Sol Subdivision.,This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Riviera del Sol Subdivi- sion.,2600000,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,308,Park & Recreation,Roosevelt Middle School Improvements,,,Council District: 3; Community Plan: Balboa Park,1190000,1190000,"This project provides for the design and construction of joint-use athletic fields at Roosevelt Junior High School. Phase I of the project provides for 1.8 useable acres of joint-use and paved walking path surrounding the field area. Future phases will provide an additional 1.9 useable acres of joint-use artificial turf, joint-use parking, a comfort station, overhead shade structures, and other amenities.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan.,0,0,0,0,0,0,0
2013,Parks - Neighborhood,309,Park & Recreation,Salk Neighborhood Park & Joint Use - Development,2014,2014,Council District: 6; Community Plan: Mira Mesa,0,3068470,"This project provides for recreation improvements on 4.1 useable park acres and 2.0 useable joint-use acres at the Salk Elementary School within the Mira Mesa Community. Improvements may include a comfort station, turfed multi-purpose fields, and other park amenities as determined through a community input process.","This project is mitigation for the development of Salk Elementary School pursuant to an approved Memorandum of Understanding between the City of San Diego and the San Diego Unified School District dated October 5, 2009, and will contribute to satisfying population-based park acreage requirements set forth in the General Plan to serve residents in this park-deficient community.",0,3068470,0,0,0,0,0
2013,Drainage - Channels,310,Park & Recreation,San Diego River Dredging-Qualcomm Way to SR163,,,Council District: 7; Community Plan: Mission Valley,1089000,1089000,This project provides for removal of a small island of sediment within the San Diego River near the Murray Creek outfall at the western end of Hazard Center Drive.,This project will protect adjacent property from potential flooding during rain events.,0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,311,Park & Recreation,San Diego River Park Master Plan,,,"Council District: 6, 7; Community Plan: Mission Valley, Navajo, Tierrasanta, East Elliott",1802000,1802000,"This project provides for the development of a Master Plan, including preparation of an environ- mental document and an economic analysis for approximately 17 miles of the San Diego River within the City of San Diego.","This project will provide a policy document to guide development, preservation, enhancement, and recreation along the river over the next 20 years.",0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,312,Park & Recreation,San Ysidro Athletic Area & Larsen Field Lighting,2014,2014,Council District: 8; Community Plan: San Ysidro,870000,1041300,This project provides for the design and construction of lighting systems for the two multi-pur- pose sports fields at the San Ysidro Athletic Area/Larsen Field.,This project is needed to expand the hours of facility use and its capacity to serve the commu- nity's residential growth.,0,171300,0,0,0,0,0
2013,Parks - Miscellaneous Parks,313,Park & Recreation,Sefton Field Improvements,,,Council District: 6; Community Plan: Mission Valley,500000,1000000,"This project provides design and construction of improvements to enhance the 19.3-acre site currently maintained by the Presidio Little League. The improvements may include walkways, an entry monu- ment, picnic areas, paved parking lots and roadways, landscaping, and irrigation upgrades for the existing ath- letic fields.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan in a community currently deficient in population-based parks per General Plan Guide- lines.,500000,0,0,0,0,0,0
2013,Parks - Neighborhood,314,Park & Recreation,Silver Wing Neighborhood Park Sports Fld & Sec Lgt,2014,2014,Council District: 8; Community Plan: Otay Mesa - Nestor,470610,1200609,This project provides for the design and construction of multi-purpose sports fields and security lighting systems at the Silver Wing Neighborhood Park. The project will be phased with Phase I consisting of the lighting systems' design. Subsequent phases will be implemented as funding becomes available.,"This project is needed to expand the hours of facility use and its capacity to serve the commu- nity's residential growth, and will provide a more secure facility.",600000,130000,0,0,0,0,0
2013,Parks - Miscellaneous Parks,315,Park & Recreation,Sixth Avenue Playground Improvements,,,Council District: 3; Community Plan: Balboa Park,120000,2000000,"This project will replace an existing playground within Balboa Park's West Mesa along Sixth Avenue. It will include necessary improvements to comply with the American's with Disabilities Act, including upgrade or replacement of the existing comfort station, replacement of drinking fountains, and improvements to the paths of travel. Some play equipment was donated in 2012 but did not implement the full general develop- ment plan for the project; donated equipment will be incorporated into the new playground.",The existing playground equipment has reached the end of its useful life and needs to be replaced. A majority of the existing playground is not accessible to people with disabilities. This project will bring the playground into conformance with current accessibility standards.,1880000,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,316,Park & Recreation,Southcrest Trails (252 Corridor Pk Imp - Ph2) Park,,,Council District: 9; Community Plan: Southeastern San Diego,1650000,1650000,"This project provides for design and construction of an approximate 5.8 gross acre, 2.0 usable acre, neighborhood park in the Southcrest Neighborhood of the Southeastern Community Plan Area. Improve- ments may include picnic shelters, children's play area, hardcourts, walkways, fencing, amphitheater, open turf areas, security lighting, and site furnishings.",This project provides for additional park land in an extremely park deficient area.,0,0,0,0,0,0,0
2013,Parks - Open Space,317,Park & Recreation,Sunset Cliffs Natural Pk Hillside Imp Preservation,2014,2014,Council District: 2; Community Plan: Peninsula,1025594,4195594,"This project will complete improvements to the hillside portion of the Sunset Cliffs Natural Park, consisting of final project design documents, environmental review and construction documents. Future phases of this project may include construction of trails, habitat restoration, erosion control, removal of houses within the park, and the removal and return to natural vegetation of the softball field.","This project is needed to preserve and enhance the Sunset Cliffs Natural Park, one of the unique coastal environments in San Diego County. The project begins the implementation of the Sunset Cliffs Natural Park Master Plan which was approved in 2005.",2900000,270000,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,318,Park & Recreation,Switzer Canyon Bridge Enhancement Prog,2014,2017,Council District: 3; Community Plan: Greater North Park,60000,275000,"This project provides for bridge landscaping, hardscape, tree planting, signage, sidewalk, median, design of traffic calming devices, and pedestrian safety features for the Switzer Canyon/30th Street Bridge.","This project provides for a variety of improvements within the boundaries of the Greater North Park Maintenance Assessment District (MAD), which will provide visual neighborhood enhancements and sup- port commercial revitalization.",175000,5000,5000,5000,25000,0,0
