cip_year,source_page,department,project_type,project_name,project_id,address_location,previous_appropriations,project_total,project_description,project_justification,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,start_year,end_year
2007,455,Park & Recreation,Other Parks,Del Mar Mesa Multiple Species Conservation Program Land Acquisition,29-617.0,Council District: 1; Community Plan: Del Mar Mesa,2124000,2124000,This project provides for land acquisition in the Del Mar Mesa community planning area for the Multiple Species Conservation Program (MSCP).,"The MSCP Implementing Agreement, Section 10(a), Take Authorization of the Endangered Species Act, mandates a statutory responsibility on the part of the City to assemble the MSCP preserve. This responsibility includes acquisition of public land to be used for wildlife habitat.",0,0,0,0,0,0,0,0,0,0,0,,
2007,456,Park & Recreation,Other Parks,Del Mar Mesa Neighborhood Park,29-533.0,Council District: 1; Community Plan: Del Mar Mesa,3400000,3400000,"This project provides for the acquisition, design, and construction of a 4 useable-acre park to serve the Del Mar Mesa population. Amenities may include a comfort station, turf, and active and passive play areas.",This project will contribute to satisfying the population-based park requirements set forth in the City's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,457,Park & Recreation,Other Parks,Del Mar Mesa Northern Hiking/Equestrian Trail,52-711.0,Council District: 1; Community Plan: Del Mar Mesa,386000,386000,"This project provides for an eight-foot wide hiking and equestrian trail, 8,000 feet long, extending northerly from the Carmel Mountain Road and Del Mar Mesa Road intersection area, then westerly in the developable area along open space. The trail will continue to the westerly end of Del Mar Mesa Road. This project also includes improvements to a 1,000-foot long existing trail that extends northerly into Carmel Valley Neighborhood 8.",This project provides additional recreational opportunities in Del Mar Mesa.,0,0,0,0,0,0,0,0,0,0,0,,
2007,458,Park & Recreation,Other Parks,Del Mar Mesa Southern Multi-Use Trail,52-708.0,Council District: 1; Community Plan: Del Mar Mesa,110300,110300,"This project provides for a surfaced eight-foot wide hiking and equestrian trail, 2,000 feet long, extending southerly from the end of Del Mar Mesa Road, crossing the ""Bougainvillea"" entry road. The trail will then branch westerly to connect to the wildlife crossing under Carmel Country Road, and easterly to connect to the Shaw Valley and Neighborhood 10 trails in Carmel Valley.",This project provides additional recreational opportunities.,0,0,0,0,0,0,0,0,0,0,0,,
2007,459,Park & Recreation,Other Parks,Del Sur Neighborhood Park North (Black Mountain Neighborhood Park North),29-688.0,Council District: 1; Community Plan: Black Mountain Ranch,0,3700000,This project provides for the acquisition and development of a 5 useable-acre neighborhood park adjacent to a proposed elementary school site. This project includes the cost of half-width street improvements for the local roadway(s) adjacent to the project.,This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,925000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,460,Park & Recreation,Other Parks,Dennery Ranch Neighborhood Park - Acquisition and Construction,29-408.0,Council District: 8; Community Plan: Otay Mesa,45,9202001,"This project provides for acquisition, design, and construction of a 9 useable-acre park site in the Otay Mesa Community Plan and the Dennery Ranch Precise Plan area. The park may include a multi-purpose court, restroom, children's play area, picnic area and facilities, open turf area, staging area and trail with connectivity to the Otay Valley Regional Park.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,2000956,0,4000000,3201000,0,0,0,0,0,0,2009,2012
2007,461,Park & Recreation,Other Parks,Dingeman Elementary School - Spring Canyon Neighborhood Park Improvements,29-907.0,Council District: 5; Community Plan: Miramar Ranch North,115890,115890,This project provides for the improvement of the fields at Spring Canyon Neighborhood Park.,Improvements are in accordance with the recommendations of the Miramar Ranch North Planning Committee.,0,0,0,0,0,0,0,0,0,0,0,,
2007,462,Park & Recreation,Other Parks,Encanto Community Park - Development,29-489.0,Council District: 4; Community Plan: Southeastern San Diego,133875,4739789,This project provides for development of the Encanto Community Park and will be completed in two phases. Phase I of this project provided for updating the existing General Development Plan by including 0.77 acres of undeveloped park property and a community swimming pool complex. Phase II provides for design and construction of the proposed improvements.,This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,4605914,0,0,0,0,0,0,0,0,0,2009,2009
2007,463,Park & Recreation,Other Parks,Fairbrook Neighborhood Park - Acquisition,29-717.0,Council District: 5; Community Plan: Scripps Miramar Ranch,420000,420000,This project provides for land acquisition of approximately 3 useable-acres for a neighborhood park south of Pomerado Road in the Scripps Miramar Ranch area.,This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,464,Park & Recreation,Other Parks,Fairbrook Neighborhood Park - Development,29-761.0,Council District: 5; Community Plan: Scripps Miramar Ranch,1821000,2400000,"This project provides for development of an approximately 3 useable-acre neighborhood park south of Pomerado Road in the Scripps Miramar Ranch area, adjacent half-width street improvements, and utilities to serve the park.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,579000,0,0,0,0,0,0,0,0,2010,2010
2007,465,Park & Recreation,Other Parks,Florida Canyon Drainage and Trail Improvements and Exotic Plant Removal,29-944.0,Council District: 3; Community Plan: Balboa Park,0,357000,This project provides for Florida Canyon drainage and trail improvements and exotic plant removal.,This project will provide erosion prevention in Florida Canyon by removing the exotic plant material and improving the drainage. This project will also improve existing trails within the canyon.,357000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,466,Park & Recreation,Other Parks,Gonzales Canyon Neighborhood Park - Acquisition and Development,29-534.0,Council District: 1; Community Plan: Pacific Highlands Ranch,1244000,6100000,"This project provides for the acquisition, design and construction of a 5 useable-acre neighborhood park adjacent to an elementary school in the Gonzales Canyon area of Pacific Highlands.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,4856000,0,0,0,0,0,0,0,0,2010,2010
2007,467,Park & Recreation,Other Parks,Hidden Trails Neighborhood Park Acquisition and Development,29-535.0,Council District: 8; Community Plan: Otay Mesa,200000,2420000,"This project provides for the acquisition, design and construction of a 4 useable-acre neighborhood park serving the Otay Mesa community. Amenities may include an open turfed area and children's play area.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,468,Park & Recreation,Other Parks,"Hilltop Community Park - Development, Phase I, II & III",29-282.1,Council District: 1; Community Plan: Rancho Penasquitos,5398169,6265286,"This project provides for the development of a community park on approximately 34 acres, of which approximately 14 are useable-acres. Phase I comprised approximately 12 acres of improvements including a recreation building, basketball courts, open play areas, picnic areas, a comfort station and utilities. Phase II will provide for the development of the remaining two acres and will potentially include additional parking, children's play area, open grass area, irrigation system, picnic area, security lighting, concrete walkways and shade structures. Phase III will include a soccer and roller hockey arena.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,469,Park & Recreation,Other Parks,Home Avenue Neighborhood Park - Development,29-865.0,Council District: 4; Community Plan: Mid-City,600000,3250000,"This project provides for the construction of a new six acre neighborhood park with approximately two useable-acres, enhancements to Chollas Creek, and traffic improvements on Home Avenue.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,250000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,470,Park & Recreation,Other Parks,Hourglass Field Community Park - Field House,29-738.0,Council District: 5; Community Plan: Mira Mesa,2146046,3669501,"This project provides for a joint use field house including a gymnasium, shower and locker facilities, multi-purpose rooms and meeting rooms.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,1523455,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,471,Park & Recreation,Other Parks,Hourglass Field House Parking Areas,29-918.0,Council District: 5; Community Plan: Mira Mesa,500000,900000,"This project provides for reimbursing the San Diego College District for building and providing parking areas for the public that visit the Hourglass Field House, a joint-use facility with Mira Mesa City College.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,400000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,472,Park & Recreation,Other Parks,Joint Use Improvements - Citywide,29-889.0,Council District: Citywide; Community Plan: Citywide,737705,2410000,"This project provides for design and construction of miscellaneous improvements on joint use facilities throughout the city, such as replacement and upgrades to turf, irrigation, fencing and disabled access.","This project will provide necessary improvements which have been identified through the joint use agreement renewal process, derived from individual, on-site inspections and cost estimates, in order to upgrade the joint use facilities to meet current codes, regulations and standards, and to endure another 25 years of use pursuant to the terms of the joint use agreements.",0,1672295,0,0,0,0,0,0,0,0,0,2009,2009
2007,473,Park & Recreation,Other Parks,Kumeyaay Lakes Berm Restoration and Dredging,29-671.0,Council District: 7; Community Plan: Mission Trails Regional Park,160000,10000000,This project provides for the dredging of two lakes and reconstruction of a lake berm within the Kumeyaay Lake system at Mission Trails Regional Park.,"A berm that surrounds the lakes was breached during the 1995-96 rainy season. Since that time, the San Diego River's flow has been redirected through the Kumeyaay Lakes, to the detriment of the lakes. Impacts include sedimentation of the lakes, the introduction of exotic invasive aquatic plants and the decline of an adjacent state wetland mitigation site through which the river once flowed.",0,9840000,0,0,0,0,0,0,0,0,0,2009,2009
2007,474,Park & Recreation,Other Parks,La Jolla Children's Pool - Joint Use,29-872.0,Council District: 1; Community Plan: La Jolla,20000,500000,This project provides for sand removal at Children's Pool in order to provide a bathing pool for children.,"In compliance with Federal Law, this project will reduce pollution levels in the sand to ensure recreational use for children.",0,480000,0,0,0,0,0,0,0,0,0,2009,2009
2007,475,Park & Recreation,Other Parks,La Jolla Valley Bike Path,29-904.0,Council District: 1; Community Plan: Black Mountain Ranch,638000,638000,"This project provides for construction of 1.7 miles of bike path along the south side of La Jolla Valley, between Carmel Valley Road and Camino del Sur, within the area of Black Mountain Ranch to be dedicated for public use.",Trail and bike access is a requirement of the Subarea plan for Black Mountain Ranch.,0,0,0,0,0,0,0,0,0,0,0,,
2007,476,Park & Recreation,Other Parks,La Jolla Valley Trail,29-536.0,Council District: 1; Community Plan: Black Mountain Ranch,385000,500000,"This project provides for the design and construction of a 3.6-mile multi-use unpaved trail, meeting City trail standards, within the open space to be granted to the City by the Black Mountain Ranch community. The trail will extend from the City limits to Black Mountain Park.",The trail is required by the Black Mountain Ranch Development Agreement under terms of extraordinary benefits.,0,115000,0,0,0,0,0,0,0,0,0,2009,2009
2007,477,Park & Recreation,Other Parks,La Jolla Valley Trail - North Loop,29-538.0,Council District: 1; Community Plan: Black Mountain Ranch,638000,916000,"This project provides for the design and construction of a 6.6-mile trail, meeting City standards, located along the northern and western City boundary and southerly to the La Jolla Valley Trail.",The trail is required by the Black Mountain Ranch Development Agreement under terms of extraordinary benefits.,0,278000,0,0,0,0,0,0,0,0,0,2009,2009
2007,478,Park & Recreation,Other Parks,La Mirada Elementary School - Joint Use Improvements,29-657.0,Council District: 8; Community Plan: San Ysidro,1241595,1241595,"This project provides for the turfing of approximately two acres in Phase I, and 1.7 acres in Phase II, of undeveloped fields. Improvements include a running track, a softball field, an accessible ramp to San Ysidro Activity Center, and relocation of the existing school garden, for joint-use purposes.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,479,Park & Recreation,Other Parks,Lake Murray Community Park - Artificial Turf Field,29-892.0,Council District: 7; Community Plan: Navajo,20000,1360000,This project provides for the addition of an approximately 1.7 acre artificial turf ball field south of the existing ball fields at Cowles Point. The project also provides for two accessible parking spaces and an accessible path of travel.,This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,1340000,0,0,0,0,0,0,0,0,0,2009,2009
2007,480,Park & Recreation,Other Parks,McAuliffe Community Park - Development,29-727.0,Council District: 5; Community Plan: Mira Mesa,1096530,7500000,"This project provides for improvements for the nine useable-acres at McAuliffe Community Park, located at the west end of Winterwood Lane in the Mira Mesa Community Plan area. Improvements may consist of parking areas, picnic areas for groups and individuals, a children's play area, walkways, interpretive overlooks, lighting, comfort stations and a ballfield or skate park.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,2301157,4102313,0,0,0,0,0,0,0,0,2009,2010
2007,481,Park & Recreation,Other Parks,Memorial Community Park - Miscellaneous Pool Improvements,29-893.0,Council District: 8; Community Plan: Southeastern San Diego,250000,338500,This project provides for the repair and replacement of the pool decking and piping at Memorial Pool.,This project will address deterioration of the existing pool decking and piping due to age.,72037,16463,0,0,0,0,0,0,0,0,0,2008,2009
2007,482,Park & Recreation,Other Parks,Mira Mesa Community Park - Expansion (Carroll Neighborhood Park - Development),29-757.0,Council District: 5; Community Plan: Mira Mesa,1756000,21200000,"This project provides for developing approximately 11 useable-acres of the former Carroll School parksite across the street from Mira Mesa Community Park. Amenities include a comfort station and ballfields. The Mira Mesa Community Park will also be upgraded to include a pool complex, improved recreation center and skate plaza. The street between the two sites will include parking and street calming. This project will be phased as funding becomes available. Phase I includes the ballfields and street calming. Phase II includes the pool complex and skate plaza. Phase III includes recreation center improvements.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City of San Diego's Progress Guide and General Plan.,7244000,5100000,3600000,3500000,0,0,0,0,0,0,0,2008,2011
2007,483,Park & Recreation,Other Parks,Mira Mesa Parks - Tree Replacement,29-690.0,Council District: 5; Community Plan: Mira Mesa,56000,56000,This project provides for replacement of trees in parks in the Mira Mesa Community.,It was necessary to remove a number of diseased red gum eucalyptus trees from parts of the Mira Mesa community. This project provides for replacement of these trees.,0,0,0,0,0,0,0,0,0,0,0,,
2007,484,Park & Recreation,Other Parks,Mission Beach - Boardwalk Widening,52-533.0,"Council District: 2; Community Plan: Mission Beach, Pacific Beach",1901107,4754832,"This project increases public accesibility of the beach area s in Pacific and Mission Beach. Phase I of this project completed the widening of 1.34 miles of boardwalk along Oceanfront Walk and Ocean Boulevard from Ventura Place to Santa Rita Place. This included widening of the existing concrete boardwalk by nine feet and the creation of a three foot wide landscape buffer zone immediately to the east of, and adjacent to, the boardwalk. Phase II, which is complete, included a safety study. Phase III provides for the acquisition of the right-of-way at Santa Rita Place and from Pacific Beach Drive to Oliver Avenue. Phase IV will complete the widening from Santa Rita Place to Thomas Avenue.",This project will enhance public access to this section of beach.,100000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,485,Park & Recreation,Other Parks,Mission Beach Bulkhead Preservation,52-719.0,"Council District: 2; Community Plan: Mission Beach, Pacific Beach",841725,9169725,"This project provides for preserving the life of the historic Mission Beach bulkhead from Balboa Court to Pacific Beach Drive. This project includes replacing the concrete deck, restoring the wall backfill and replacing the parapet.",This project will preserve the life of the 1928 bulkhead.,200000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,486,Park & Recreation,Other Parks,Mission Trails Regional Park Resource Mgmt Plan,29-943.0,Council District: 7; Community Plan: Mission Trails Regional Park,0,148000,"This project provides for a Natural Resource Management Plan that will help the City address challenges and issues by providing City Park Rangers with information and tools to manage Mission Trails Regional Park's (MTRP) sensitive resources. MTRP faces numerous issues, especially due to the high number of visitors and the park's location within a densely populated area. Extensive recreational use, illegal off-road vehicle activity, erosion, urban runoff and invasive, non-native plants are potential threats to the continued health of the park's natural resources.","The MTRP Natural Resource Management Plan is a part of the implementation task of the City of San Diego's Multiple Species Conservation Program (MSCP). San Diego officially adopted the MSCP on March 18, 1997, with the United States Fish and Wildlife Service and the California Department of Fish and Game approving the plan on July 17, 1997.",148000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,487,Park & Recreation,Other Parks,Montgomery-Waller Community Park Sports Field Lighting and Parking Improvements,29-866.0,Council District: 8; Community Plan: Otay Mesa/Nestor,800000,800000,"Phase I of this project provides for the addition of lighting to the existing multi-purpose softball, soccer and football field. Phase II will develop additional parking for the park.",This project will meet the community needs for a lighted multi-purpose ball field.,0,0,0,0,0,0,0,0,0,0,0,,
2007,488,Park & Recreation,Other Parks,Normal Heights Community Park/39th Street Park Development,29-702.0,Council District: 3; Community Plan: Mid-City,2432208,4436296,"This project provides for the Phase I development of an approximately 5-acre park. Park amenities include an open turf play area, children's play area, picnic and seating facilities, and a basketball court. Phase II provides for a comfort station and the purchase of additional land adjacent to the park. Future phases will include the development of approximately two acres of City owned property and a community center.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City of San Diego's Progress Guide and General Plan.,0,2004088,0,0,0,0,0,0,0,0,0,2009,2009
2007,489,Park & Recreation,Other Parks,North Chollas Community Park - Improvements,29-667.0,Council District: 4; Community Plan: Mid-City,3296033,22800000,"This project provides for the design and development of North Chollas Community Park, located on College Grove Drive midway between 54th Street and College Avenue. Phase I improvements consist of a sports field, parking area, access road, tot lot and comfort station with concession area. Future phases may include additional sports and multi-purpose fields, a play area, basketball courts, picnic areas, additional parking areas, creek enhancement, trails, a gymnasium and a dog off-leash area.",This project will provide for development of a park and athletic facility to serve the greater community. The surrounding area is not currently served by a community park and the region is deficient in sports facilities and open park areas based on General Plan Guidelines.,0,19503967,0,0,0,0,0,0,0,0,0,2009,2009
2007,490,Park & Recreation,Other Parks,Ocean Beach Fishing Pier Preservation,29-675.0,Council District: 2; Community Plan: Ocean Beach,205000,12205000,This project provides for a comprehensive preservation effort to prolong the overall life of the historic Ocean Beach Fishing Pier. Phase I includes completion of a structural survey to determine the stability of the pier. Phase II includes upgrade and restoration efforts to extend the life of the pier.,"The structural survey required inspecting the pier above and below the waterline to determine its stability and provided engineering recommendations for pier improvements. The pier, built in 1965, requires upgrades and restoration to extend and preserve its useful life.",0,12000000,0,0,0,0,0,0,0,0,0,2009,2009
2007,491,Park & Recreation,Other Parks,Old Mission Dam Preservation,20-100.3,Council District: 7; Community Plan: Mission Trails Regional Park,1052527,1302527,This project provides for dredging behind the Old Mission Dam for the purpose of removing silt buildup.,This project will protect the structural integrity of the historic dam and improve water quality.,250000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,492,Park & Recreation,Other Parks,Open Space Improvements,29-910.0,Council District: Citywide; Community Plan: Citywide,1040000,2000000,"This project provides for developing public facilities within the City's resource-based open space parks. Improvements may include: rehabilitation of Cowles Mountain Trail, drainage improvements within Tecolote Open Space, San Diego River improvements, Arizona Landfill reclamation test plot and North Chollas Open Space enhancement.",This project will provide funding to preserve and enhance the City's open space areas.,230000,730000,0,0,0,0,0,0,0,0,0,2008,2009
2007,493,Park & Recreation,Other Parks,Otay Valley Athletic Complex,29-550.0,Council District: 8; Community Plan: Otay Mesa/Nestor,200000,22000000,"This project would provide for an approximately 14 useable-acre athletic complex. Amenities may include a recreation center, athletic fields, a comfort station, parking areas and other improvements to be determined.",This project will construct community identified recreational facilities in an area deficient in population-based parks.,0,21800000,0,0,0,0,0,0,0,0,0,2009,2009
2007,494,Park & Recreation,Other Parks,Otay Valley Regional Park-Beyer Way Equestrian & Regional Staging Area & Trail,29-942.0,Council District: 8; Community Plan: Otay Mesa,0,2750000,"This project provides for the design of the regional staging area in Otay Valley Regional Park and will include grading, drainage, utiltities, restroom, security lights, interpretive kiosk, a project sign, drinking fountain and trails.","This project will provide equestrian, hiking and biking access to the Otay Valley Regional Park.",200000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,495,Park & Recreation,Other Parks,Pacific Breezes Community Park (Ocean View Hills Community Park),29-541.0,Council District: 8; Community Plan: Otay Mesa,3658000,11770000,"This project will provide for the acquisition, design and construction of the Pacific Breezes community park. This park will be 15 acres with an additional five acres of joint-use with the school. Amenities may include tennis courts, lighted ballfields, a comfort station, a children's play area and other improvements. A recreation center and pool complex may also be developed.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City of San Diego's Progress Guide and General Plan.,8112000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,496,Park & Recreation,Other Parks,Pacific Highlands Community Park Acquisition and Development,29-543.0,Council District: 1; Community Plan: Pacific Highlands Ranch,1000000,19300000,"This project will provide for the acquisition, design and construction of a 20 useable-acre community park to serve the residents of Pacific Highlands Ranch and Del Mar Mesa. The proposed location, in Pacific Highlands Ranch, is immediately east and adjacent to the proposed senior high/middle school.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City of San Diego's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,497,Park & Recreation,Other Parks,Pacific Highlands Ranch Hiking and Biking Trails,29-928.0,Council District: 1; Community Plan: Pacific Highlands Ranch,1610000,2296800,"This project provides for the design and construction of approximately 80,000 linear feet (15 miles) of hiking, equestrian, and biking trails to be located throughout the community in accordance with the Pacific Highlands Ranch Subarea Plan. The trail system will provide access into the multiple habitat planning area of McGonigle Canyon; provide pathways along Del Mar Heights Road, Little McGonigle Ranch Road, Pacific Highlands Ranch Parkway, Lopelia Meadows Place, Old Carmel Valley Road crossing under SR-56, and Carmel Valley Road; and provide access into the Rancho Penasquitos Community.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,498,Park & Recreation,Other Parks,Park and Recreation Grant Match Funding,20-013.0,Council District: Citywide; Community Plan: Citywide,0,2046955,"This project provides for assistance with matching fund requirements and other unfunded needs for projects funded with alternative financing, which includes grants and private donations.",Grant match funding greatly enhances the Department's ability to secure grants and donations to provide funding for projects.,446955,1600000,0,0,0,0,0,0,0,0,0,2008,2009
2007,499,Park & Recreation,Other Parks,Park de la Cruz/38th Street Canyon and Future Phases,29-684.0,Council District: 3; Community Plan: Mid-City,1872166,1872166,"This project provides for an approximately 7.16 total useable acres park as the result of the State Route 15 freeway expansion. Phase I improvements are complete and include a children's play area, a play field, paved walkways, landscaping and site furnishings on 5.16 acres. Phase II of the project will provide for the design and construction of 2.0 acres of passive park facilities in the 38th Street canyon area of the park. Future phases will include a monument sign, community identification theme element/art, bollards, additional parking on south 38th Street, curb, gutter and sidewalk and various park amenities. The improvements will comply with current local, state and federal safety and accessibility codes and regulations.","This project is in conformance with the City's Progress Guide and General Plan guidelines for population-based park acreage, and implements the Mid-City Community Plan recommendations.",0,0,0,0,0,0,0,0,0,0,0,,
2007,500,Park & Recreation,Other Parks,Pershing Middle School - Joint Use Turfing,29-531.0,Council District: 7; Community Plan: Navajo,1104380,6704380,"This project provides for artificial turfing of approximately 10 acres of school district-owned, multi-purpose fields for athletic and recreational activities pursuant to a joint-use agreement, including a comfort station, two shade structures, and entry monumentation. This project will be completed in phases as funding is available. Phase I provided the first 5 acres of artificial turf.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,5600000,0,0,0,0,0,0,0,0,0,2009,2009
2007,501,Park & Recreation,Other Parks,Presidio Park Master Plan,29-477.0,Council District: 2; Community Plan: Old San Diego,25000,500000,"This project provides for preparation of a master plan to restore, enhance and manage the archaeological and historical resources at Presidio Park. Phase I provided for consultant services to oversee a task force of selected professional archaeologists, geologists and historians who studied the park site and developed a program that will become the basis for the master plan. Phase II completes the master plan effort.","This master plan will guide the restoration, enhancement and management of the archaeological and historical resources over a 20-year period.",0,475000,0,0,0,0,0,0,0,0,0,2009,2009
2007,502,Park & Recreation,Other Parks,Public Roads Supporting Park Access,29-692.0,Council District: Citywide; Community Plan: Citywide,0,250000,This project would provide funding for public roads (Citywide) that support park access.,This project would provide funding for public roads (Citywide) that support park access.,250000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,503,Park & Recreation,Other Parks,"Rancho Encantada Bicycle, Pedestrian, and Equestrian Trail System",29-611.0,Council District: 7; Community Plan: Rancho Encantada,993000,1103000,"This project provides for design and construction of approximately 6.5 miles of hiking and riding trails to be located throughout the community in accordance with the precise plan. The trail system will consist of a network of paved (8,000 lf), improved multi-purpose (13,000 lf) and unpaved (14,000 lf) trails, and will provide access into the Multiple Species Conservation Program preserve area of Sycamore Canyon.","The system of trails has been incorporated as an integral component of the Rancho Encantada Precise Plan and provides linkage to existing, adjacent trail systems.",110000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,504,Park & Recreation,Other Parks,Rancho Encantada Park - Neighborhood No. 1,29-610.0,Council District: 7; Community Plan: Rancho Encantada,2800000,6000000,This project provides for acquisition and development of an 8 acre neighborhood park to include active and passive uses.,This project will contribute to satisfying the population-based park acreage requirements set forth in the City of San Diego's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,505,Park & Recreation,Other Parks,Rancho Encantada Park - Neighborhood No. 2,29-612.0,Council District: 7; Community Plan: Rancho Encantada,3900000,3900000,This project provides for acquisition and development of approximately 6 acres for a neighborhood park to include active and passive uses.,This park will exceed the requirements of the population-based park acreage requirements set forth in the Rancho Encantada Precise Plan and the City of San Diego's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,506,Park & Recreation,Other Parks,Rancho Penasquitos Parks - Playground Upgrades,29-864.0,Council District: 1; Community Plan: Rancho Penasquitos,300000,2450000,This project provides for upgrades to the play area and replacement of playground equipment. New playground equipment will comply with State and federal safety and accessibility requirements.,This project will provide for play area upgrades and replacement of playground equipment to meet current State and federal safety and accessibility requirements.,0,0,0,0,0,0,0,0,0,0,0,,
2007,507,Park & Recreation,Other Parks,Regional Park Improvements,29-909.0,Council District: Citywide; Community Plan: Citywide,0,3858645,"This project provides funding for permanent public capital improvements, planning, deferred maintenance and land acquisitions for San Diego regional parks in accordance with Ordinance O-19113 and Municipal Code section 22.0229.","San Diego's regional park system contains recreation resources unique to our City. Parks such as Balboa Park, Mission Bay Park, Mission Trails Regional Park, Otay River Valley Park and San Diego River Park, as well as open spaces and coastal beaches, help define the City's identity, enrich quality of life and serve as visitor attractions that strengthen the local economy. These regional treasures are threatened by increasing use and a backlog of needed improvements.",200000,731729,731729,731729,731729,0,0,0,0,0,0,2008,2012
2007,508,Park & Recreation,Other Parks,Riviera Del Sol Neighborhood Park - Acquisition and Development,29-651.0,Council District: 8; Community Plan: Otay Mesa,1450000,4910000,This project provides for land acquisition and development of a 4.9 useable-acre neighborhood park at a site located in the Riviera del Sol subdivision.,This project contributes to satisfying the population-based park acreage requirements set forth in the City of San Diego's Progress Guide and General Plan.,0,2100000,1360000,0,0,0,0,0,0,0,0,2009,2010
2007,509,Park & Recreation,Other Parks,Roosevelt Junior High School - Joint Use Improvements,29-896.0,Council District: 3; Community Plan: Uptown,400000,4600000,"This project provides for the design and construction of joint-use athletic fields at Roosevelt Junior High School. Phase I of the project provides for 1.8 useable acres of joint use and decomposed granite path surrounding the field area. Future phases will provide an additional 1.9 useable acres of joint use artificial turf, joint use parking, a comfort station, overhead shade structures and other amenities.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,4200000,0,0,0,0,0,0,0,0,0,2009,2009
2007,510,Park & Recreation,Other Parks,San Diego River Park Master Plan,29-666.0,"Council District: 6; Community Plan: Mission Bay Park, Navajo, Tierrasanta, East Elliott",1125000,1632000,This project provides for the development of a Master Plan including preparation of an environmental document and an economic analysis for approximately 17 miles of the San Diego River within the City of San Diego.,"This project will provide a policy document to guide development, preservation, enhancement and recreation along the river over the next 20 years.",507000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,511,Park & Recreation,Other Parks,Sefton Field Neighborhood Park (San Diego River Improvements),29-911.0,"Council District: 2, 6; Community Plan: Mission Valley, Navajo",500000,1500000,"This project provides design and construction of improvements to enhance the 11 acre site currently maintained by the Presidio Little League. The improvements may include walkways, an entry monument, picnic areas, paved parking lots and roadways, landscaping, a comfort station and irrigation upgrades for the existing athletic fields.",This project will preserve and enhance the areas along the San Diego River as set forth in the City's Progress Guide and General Plan.,0,1000000,0,0,0,0,0,0,0,0,0,2009,2009
