cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017
2010,Caliente Street Install Curb and Gutter / S10058,252,General Services,,2011,2011,Council District: 8; Community Plan: Otay Mesa,680000,1360000,"This project will install new sidewalk, curb and gutter along Caliente Street from Otay Mesa Road to Airway Road.",,0,680000,0,0,0,0,0,0
2010,Central Elementary School-Safe Route to School / S00741,253,General Services,,,,Council District: 3; Community Plan: Normal Heights (Mid-City),435000,435000,"This project provides for pedestrian improvements in the vicinity of Central Elementary School. Proposed improvements include enhanced paved crosswalks, new pedestrian signals, and new sidewalk.",,0,0,0,0,0,0,0,0
2010,Centre City Intersection Improvements / S00895,254,General Services,,,,"Council District: 2, 8; Community Plan: Centre City",15000,15000,This project provides for pedestrian curb pop-outs that will allow for greater pedestrian access and improved traffic control by widening the sidewalks or providing additional landscaped parkway strips.,,0,0,0,0,0,0,0,0
2010,Cherokee Street Improvements / S00921,255,General Services,,2011,2013,Council District: 3; Community Plan: Normal Heights (Mid-City),100000,3160000,"This project provides for the reconstruction of the curb, gutter, and sidewalk on Cherokee Street from Monroe Avenue to East Mountain View.",,1100000,480000,0,1480000,0,0,0,0
2010,District Three Sidewalk Study / S00835,256,General Services,,,,"Council District: 3; Community Plan: City Heights (Mid-City), Golden Hill, Greater North Park",126000,126000,"This project provides for an inventory and inspection of sidewalks in the Council District Three portions of the communities of Greater Golden Hill, Mid-City, and Greater North Park.",,0,0,0,0,0,0,0,0
2010,Hillcrest Corridor Mobility Study / S00908,257,General Services,,,,Council District: 2; Community Plan: Uptown,379072,379072,"This project provides for the evaluation of the mobility needs along 4th, 5th and, 6th Avenues between Elm Street and Washington Street within the Hillcrest and Bankers Hill/Park West neighborhoods and development of traffic calming measures, transit, bicycle and pedestrian improvements, and additional parking opportunities with public input.",,0,0,0,0,0,0,0,0
2010,Mission Beach Boardwalk Bulkhead / S00726,258,General Services,,2011,2011,Council District: 2; Community Plan: Mission Beach,892225,10392225,"This project provides for preserving the life of the historic Mission Beach bulkhead from Balboa Court to Pacific Beach Drive. The project includes replacing the concrete deck, restoring the wall backfill, and replacing the parapet.",,4500000,5000000,0,0,0,0,0,0
2010,Mission Beach Boardwalk Widening Project / S00860,259,General Services,,,,"Council District: 2; Community Plan: Mission Beach, Pacific Beach",510500,3263500,"This project increases public accesibility of the beach areas in Pacific and Mission Beach. Phase I of this project completed the widening of 1.34 miles of boardwalk along Oceanfront Walk and Ocean Boule­ vard from Ventura Place to Santa Rita Place. This included widening of the existing concrete boardwalk by nine feet and the creation of a three foot wide landscape buffer zone immediately to the east of, and adjacent to, the boardwalk. Phase II, which is complete, was a safety study. Phase III provides for the acquisition of the right-of­ way at Santa Rita Place and from Pacific Beach Drive to Oliver Avenue. Phase IV will complete the widening from Santa Rita Place to Thomas Avenue.",,2753000,0,0,0,0,0,0,0
2010,New Walkways / AIK00001,260,General Services,,2011,2015,Council District: Citywide; Community Plan: Citywide,4883916,8776917,This annual allocation provides for the construction of sidewalks at locations where none exist in order to provide safe routes for pedestrians and to provide access routes for school children. Potential loca­ tions include: Candlelight Drive from Candlelight Place to Van Nuys (east and west sides) and Viewridge Drive from Balboa Avenue to Ridgehaven Court (east and west sides).,,0,2493000,350000,350000,350000,350000,0,0
2010,North Park Commercial Revitalization / S00825,261,General Services,,,,Council District: 3; Community Plan: Greater North Park,19868,19868,This project provides for neighborhood identification signage and public improvements along University Avenue and adjacent streets in North Park.,,0,0,0,0,0,0,0,0
2010,Ocean Front Walk-San Fernando to Ventura / S00875,262,General Services,,,,Council District: 2; Community Plan: Mission Beach,590000,4027000,"This project provides for the removal and replacement of the existing pile cap, parapet wall, lights, and walkway along Ocean Front Walk between San Fernando Place and Ventura Place to their original 1925 appearance, in accordance with the Secretary of the Interior Standard for the Treatment of Historic Prop­ erties.",,3437000,0,0,0,0,0,0,0
2010,Potomac Street Improvements / S00925,263,General Services,,,,Council District: 4; Community Plan: Skyline - Paradise Hills,380000,380000,This project provides for installation of a concrete sidewalk on Potomac Street along the west side of the road adjacent to the Paradise Hills Community Park.,,0,0,0,0,0,0,0,0
2010,Rosa Parks Elementary School-Safe Route to School / S00739,264,General Services,,,,Council District: 3; Community Plan: Normal Heights (Mid-City),555074,555074,"This project provides for improved pedestrian safety around Rosa Parks Elementary school. Project scope includes the construction of new sidewalks, retaining walls where needed, curb ramps, curb extensions, an enhanced school entry crosswalk, and solar flashing beacon crossing equipment.",,0,0,0,0,0,0,0,0
2010,School Traffic Safety Improvements / AIK00002,265,General Services,,2011,2015,Council District: Citywide; Community Plan: Citywide,436875,1436875,"This annual allocation provides for the installation of traffic control devices, sidewalks, signal modifications and other improvements that will serve to improve safety surrounding schools. This allocation can also be used to match State or Federal grants for this purpose.",,0,200000,200000,200000,200000,200000,0,0
2010,Sidewalk Repair and Reconstruction / AIK00003,266,General Services,,,,Council District: Citywide; Community Plan: Citywide,9591530,15591530,"This annual allocation provides for the replacement of damaged sidewalks, curbs and gutters Citywide.",,6000000,0,0,0,0,0,0,0
2010,Skyline Drive Improvements / S00912,267,General Services,,2011,2011,Council District: 4; Community Plan: Skyline - Paradise Hills,1740000,2540000,"This project provides for improvements along Skyline Drive from Sears Avenue to Cardiff Street. These improvements include landscaped medians, trees, pavement enhancements, street lights, bus stops, pedestrian crossing improvements, traffic calming, and community signs.",,0,800000,0,0,0,0,0,0
2010,University Avenue Sidewalk from 54th to 68th / S00910,268,General Services,,2011,2012,"Council District: 3, 7; Community Plan: City Heights (Mid-City), College Area",700000,3000000,"This project provides for the installation of approximately 16,000 feet of new concrete sidewalk and other roadway and safety/capacity improvements on both sides of University Avenue from 54th Street to 68th Street. In addition, a corridor study will be completed to analyze existing conditions and future traffic in order to determine other capacity and safety improvements.",,0,1150000,1150000,0,0,0,0,0
2010,University Avenue and Front Street Pop Out / S00909,269,General Services,,,,Council District: 3; Community Plan: Uptown,150000,150000,This project will provide for pedestrian improvements at the corner of University Avenue and Front Street and will include the construction of a pop-out on the southwest corner and a new curb ramp on the north side of the intersection. The Council District and Transportation Engineering Operations Division are proposing the addition of an additional pop-out on the north side of University Avenue.,,0,0,0,0,0,0,0,0
2010,Willow Elementary School-Safe Route to School / S00740,270,General Services,,,,Council District: 8; Community Plan: San Ysidro,650000,650000,"This project provides for improved pedestrian safety around Willow Elementary School. The scope includes the construction of new sidewalks, curb ramps, an enhanced school entry crosswalk, and pedes­ trian countdown timers.",,0,0,0,0,0,0,0,0
2010,38th Street Improvements / S00930,271,General Services,,,,Council District: 3; Community Plan: City Heights,2000000,3500000,"This project provides full street improvements on 38th Street from Dwight Street north to termi­ nus. Improvements will include curb, gutter, driveways, sidewalk, pedestrian ramps, pavement, drainage facili­ ties, angled on-street parking, etc. The improvements will comply with current local, State and federal safety and accessibility codes and regulations.",,1500000,0,0,0,0,0,0,0
2010,43rd Street Widening / S00845,272,General Services,,,,Council District: 4; Community Plan: Southeastern San Diego,8876795,8876795,"This project provides for realigning the intersection at 43rd Street and National Avenue. This project will make necessary traffic enhancements to handle the increased daily traffic associated with the resi­ dential, industrial and commercial development of the State Route 252 Corridor (approximately 66 acres).",,0,0,0,0,0,0,0,0
2010,Alvarado Canyon Road Realignment / S00894,273,General Services,,2011,2011,Council District: 7; Community Plan: Navajo,560000,6350000,"This project provides for the realignment of Alvarado Canyon Road from 380 feet east of the Fairmount Avenue and Camino Del Rio North intersection to the Fairmount Avenue and Mission Gorge Road intersection. Improvements for this two-lane collector street will include a structure over the existing concrete drainage channel, removal of some existing pavement, re-grading of affected private parcels and traffic signal modifications.",,5140000,650000,0,0,0,0,0,0
2010,Balboa Ave/Hathaway St Left Turn Lane Installation / S10047,274,General Services,,,,Council District: 6; Community Plan: Clairemont Mesa,4163,4163,Traffic improvements to the intersection of Balboa Avenue and Hathaway Street.,,0,0,0,0,0,0,0,0
2010,Berger Ave Sidewalk & Curb Ramps / S11044,275,General Services,,2011,2011,Council District: 6; Community Plan: Serra Mesa,0,225000,This project will install a missing section of sidewalk and provide curb ramps on the east side of the street between Kearny Villa Road/Mesa College Drive and Frost Street.,,0,225000,0,0,0,0,0,0
2010,Bus Stop Improvements / AID00007,276,General Services,,,,Council District: Citywide; Community Plan: Citywide,154812,154812,This project will provide for the installation of concrete pads in the roadways at bus stops city- wide. The project is funded by the City's share of bus stop advertising revenue.,,0,0,0,0,0,0,0,0
2010,Camino Del Sur-SR 56 to Carmel Valley Road / S00899,277,General Services,,2014,2014,Council District: 1; Community Plan: Torrey Highlands,13364810,14414810,This project provides for the construction of Camino del Sur between State Route 56 and Carmel Valley Road as a two-lane interim roadway (40-foot paved width) within the right-of-way for a future six-lane facility. Additional lanes may be required in the immediate vicinity of the interchange. This project will be constructed by the developer who will be reimbursed.,,0,0,0,0,1050000,0,0,0
2010,Camino Ruiz from n/o of Reagan to Jade Coast / S01018,278,General Services,,,,Council District: 5; Community Plan: Mira Mesa,23151,23151,"This project provides for widening Camino Ruiz from Gold Coast Drive to the east leg of Jade Coast Road and from the northern most boundaries of Miralani Business Park to Miramar Road, widening Camino Ruiz to a modified six-lane major street/primary arterial. The project includes Class II bike lanes between Mira Mesa Boulevard and Gold Coast Drive and within the project limits.",,0,0,0,0,0,0,0,0
2010,Camino Ruiz-Santaluz to Cam Del Norte Improvements / S00842,279,General Services,,,,Council District: 1; Community Plan: Black Mountain Ranch,13901786,13901786,This project provides for reimbursement to a developer for the design and construction of Camino Ruiz between Santaluz and Camino del Norte.,,0,0,0,0,0,0,0,0
2010,Camino Ruiz-Santaluz to Resort Wildlife Crossing / S00843,280,General Services,,,,Council District: 1; Community Plan: Black Mountain Ranch,4506381,4506381,This project provides for reimbursement to a developer for the design and construction of wild­ life crossings along Camino Ruiz between Santaluz and Resort Street.,,0,0,0,0,0,0,0,0
2010,Camino Santa Fe-Del Mar Mesa Road to SR 56 / S00898,281,General Services,,,,Council District: 1; Community Plan: Del Mar Mesa,7125000,7125000,"This project provides construction of Little McGonigle Ranch Road and will be completed in two phases. Phase I provides for the construction of Little McGonigle Ranch Road (formerly Camino Santa Fe) (45'/65') from the northerly terminus of Carmel Mountain Road at Del Vino Court, northwesterly to the easterly terminus of Del Mar Mesa Road. The project includes a multi-use trail adjacent to the roadway. Phase II pro­ vides for the construction of Little McGonigle Ranch Road (40'/62') from Del Mar Mesa Road to State Route 56. The project will include a 100-foot bridge. A multi-use trail will also be constructed adjacent to the road­ way.",,0,0,0,0,0,0,0,0
2010,Camino del Sur - State Route 56 to Dormouse / S00872,282,General Services,,2012,2012,"Council District: 1; Community Plan: Rancho Penasquitos, Torrey Highlands",3061076,12418576,"This project provides for the construction of Camino del Sur (formerly Camino Ruiz) as a four­ lane major street with Class II bicycle lanes from Carmel Mountain Road to 1,600 feet north of Park Village Road.",,293600,0,9063900,0,0,0,0,0
2010,Carmel Mountain Road to Del Mar Mesa Road / S00846,283,General Services,,2011,2011,Council District: 1; Community Plan: Del Mar Mesa,1800000,2700000,"This project provides for the construction of Carmel Mountain Road as a two-lane collector street from the Carmel Valley Neighborhood easterly boundary to Little McGonigle Ranch Road (formerly Del Mar Mesa Road). The 4,050 linear feet of half-width road (FBA funded) which traverses open space will be 40­ foot/62-foot. Also included as part of this project is a wildlife crossing under Carmel Mountain Road. The remainder (sub-divider funded) will be both 40-foot/62-foot and 50-foot/72-foot and will include left-turn lanes at intersections and major driveways as needed. A multi-use trail will be constructed as part of this project along the entire project length.",,0,900000,0,0,0,0,0,0
2010,Carmel Valley Rd-Lopelia Meadows to Via Abertura / S00934,284,General Services,,,,Council District: 1; Community Plan: Pacific Highlands Ranch,850000,850000,"This project provides for reimbursement to a developer for the design and construction of Car­ mel Valley Road from Lopelia Meadows place to via Abertura as a four-lane facility within a 122 foot right-of­ way that can accommodate six lanes in the future (Approx. 3,600 LF).",,0,0,0,0,0,0,0,0
2010,Carmel Valley Road 4/6 Lanes s/o of Street A / S00900,285,General Services,,2011,2016,"Council District: 1; Community Plan: Torrey Highlands, Pacific Highlands Ranch",4400000,7672951,"This project provides for the design and construction of Carmel Valley Road from the Camino Santa Fe Interchange to Pacific Highlands Ranch Parkway as a six-lane facility within a 146 foot right-of-way transitioning to a four-lane facility within a 122 foot right-of-way (4,000 linear feet). The expanded right-of­ way will permit widening of up to 24 additional feet for a future transit oriented facility. In the interim, these two-lanes shall be landscaped and incorporated into the center median improvements.",,0,1347951,0,0,0,0,1925000,0
2010,Carmel Valley Road-Street A to Neighborhood Pky / S00906,286,General Services,,2011,2012,Council District: 1; Community Plan: Pacific Highlands Ranch,6900000,9400000,"This project provides for design and construction of Carmel Valley Road from A-Street to the Neighborhood Parkway as a four-lane facility within a 122 foot right-of-way that can accommodate six lanes in the future. The two internal lanes will be left unimproved for future expansion to accommodate six lanes of traf­ fic or another transit oriented facility. In the interim, these two lanes shall be landscaped and incorporated into the center median improvements. This section of Carmel Valley Road includes the pedestrian undercrossing at the Neighborhood Parkway. See Project T-4.3 in the Pacific Highlands Ranch Public Facilities Financing Plan. This project will be built by the developer who will be reimbursed.",,0,1500000,1000000,0,0,0,0,0
2010,Carmel Valley Road-Via Albutura to Camino Ruiz / S00854,287,General Services,,2011,2011,Council District: 1; Community Plan: Torrey Highlands,2674667,10381450,This project provides for the design and construction of two additional travel lanes in two incre­ ments. The first increment requires the widening along the frontage of Torrey Del Mar development. The sec­ ond increment completes the remainder of the widening. Timing of each increment of widening will be based on the rate of development in Torrey Highlands.,,0,7706783,0,0,0,0,0,0
2010,Carroll Canyon Rd-I-15 to Maya Linda Rd / S01019,288,General Services,,,,Council District: 5; Community Plan: Mira Mesa,78373,78373,This project provides for widening the south side of Carroll Canyon Road from Interstate 15 to 150 feet east of Maya Linda Road in order to provide a right-turn lane with a Class II bike lane. See Project Number 7A in the Mira Mesa Public Facilities Financing Plan.,,0,0,0,0,0,0,0,0
2010,Community Sign Installation at Various Locations / AID00004,289,General Services,,,,Council District: Citywide; Community Plan: Citywide,26000,26000,This project will provide the installation of community signs at various locations Citywide.,,0,0,0,0,0,0,0,0
2010,Concrete Streets / AID00006,290,General Services,,2011,2011,Council District: Citywide; Community Plan: Citywide,2500000,29100000,"This annual allocation provides for resurfacing, repair, and reconstruction of concrete streets which are necessary to maintain the concrete streets in a serviceable condition and to prevent deterioration.",,21600000,5000000,0,0,0,0,0,0
2010,Consultant Services for Public Facilities / AID00008,291,General Services,,,,Council District: Citywide; Community Plan: Citywide,41219,41219,This annual allocation provides for miscellaneous engineering/architectural services by consul- tants for the improvement of streets.,,0,0,0,0,0,0,0,0
2010,Debt Service for Commercial Paper Funded Projects / S00883,292,General Services,,,,Council District: Citywide; Community Plan: Citywide,19942832,19942832,This project provides for debt service payment on TransNet Commercial Paper issued for Funded Program projects within a given fiscal year.,,0,0,0,0,0,0,0,0
2010,Debt Service for TransNet Bond Funded Projects / S00874,293,General Services,,,,Council District: Citywide; Community Plan: Citywide,31650885,31650885,This project provided for debt service related to TransNet Bond funded projects (previously managed by the Engineering and Capital Projects Department).,,0,0,0,0,0,0,0,0
2010,Del Mar Heights Rd n/o Neighborhood 4 Park/School / S00855,294,General Services,,,,Council District: 1; Community Plan: Carmel Valley,845250,845250,"This project provides for developer reimbursement, contingent upon approval of a reimburse­ ment agreement, for the half-width improvement of Del Mar Heights Road north to Ashley Falls Neighborhood Park to a six-lane major arterial with Class II bike lanes.",,0,0,0,0,0,0,0,0
2010,Del Mar Heights Road-4/6 Lanes / S00903,295,General Services,,2011,2012,Council District: 1; Community Plan: Pacific Highlands Ranch,9800000,12300000,This project provides for construction of Del Mar Heights Road from Old Carmel Valley Road to the new alignment of Carmel Valley Road as a modified five-lane roadway within a 122 foot right-of-way for a future six-lane facility. The project includes an eastbound third lane as the roadway approaches Carmel Val­ ley Road. This project includes the bridge crossing over the open space corridor. This is the second phase of the project and will provide local access to the central area of development. The developer will advance fund­ ing for this project and be reimbursed from the Pacific Highlands Ranch Facilities Benefit Assessment under the terms of a reimbursement agreement.,,0,1500000,1000000,0,0,0,0,0
2010,Del Mar Mesa Public Facilities / S00893,296,General Services,,2012,2012,Council District: 1; Community Plan: Del Mar Mesa,9405000,9968544,This project provides for the construction of Del Mar Mesa Road as a two-lane rural residential road from Carmel Country Road to the future Carmel Mountain Road. The improvements also include a 16­ inch water line and a multi-use trail. This roadway will provide access to the east until other road improve­ ments are in place. This project was formerly named Shaw Ridge Road. This project will be constructed by three developers under three separate reimbursement agreements.,,0,0,563544,0,0,0,0,0
2010,Del Sol Boulevard-Central / S00858,297,General Services,,,,Council District: 8; Community Plan: Otay Mesa,6500000,6500000,"This project provides for construction of the central section of Del Sol Boulevard from the east­ ern boundary of Palm Ridge through the Multiple Species Conservation Program (MSCP) open space, and along the frontage of the proposed community park, elementary and middle school site. The roadway will con­ sist of 800 linear feet of a two-lane collector and 2,000 linear feet of a four-lane collector street.",,0,0,0,0,0,0,0,0
2010,Dennery Road - East / S10018,298,General Services,,2011,2011,Council District: 8; Community Plan: Otay Mesa,109707,1188270,"This project provides for constructing approximately 2,900 linear feet as a two-lane collector street north of Palm Avenue within the Dennery Ranch Precise Plan area. Multiple Species Conservation Pro- gram frontage is to be funded from Facilities Benefit Assessment.",,0,1078563,0,0,0,0,0,0
2010,Eastgate Mall-Towne Centre to Miramar Road / S00848,299,General Services,,2011,2011,Council District: 1; Community Plan: University,1482001,4053001,"This project provides for widening Eastgate Mall to a four-lane collector street between Miramar Road and the San Diego Gas and Electric (SDG&E) easement. In addition, this project provides for Class II bicycle lanes.",,0,2571000,0,0,0,0,0,0
2010,El Camino Real Widening / S00916,300,General Services,,,,"Council District: 1; Community Plan: Pacific Highlands Ranch, Black Mountain Ranch",100000,100000,"This project provides for completion of the construction of the existing El Camino Real between Half Mile Drive and San Dieguito Road as a four-lane major street within the existing, graded right-of-way.",,0,0,0,0,0,0,0,0
2010,Euclid Avenue & Home Improvements / S00886,301,General Services,,,,"Council District: 3, 7; Community Plan: Normal Heights (Mid-City)",1024950,1024950,"This project provides for the completion of street improvements recommended in the Euclid Avenue Revitalization Program and the Mid-City Community Plan. Improvements will extend from Home Avenue to Thorn Street and will include curb, gutter, sidewalk, landscaping, paving, and traffic calming instal­ lations.",,0,0,0,0,0,0,0,0
2010,Euclid Avenue Corridor Improvements / S00904,302,General Services,,,,"Council District: 3, 7; Community Plan: Eastern Area (Mid-City)",242369,242369,"This project provides improvements on Euclid Avenue from 300 feet north of Redwood Street to El Cajon Boulevard and will include curb, gutter, sidewalk, curb ramps, landscaping, roadway restoration, strip­ ing, and traffic calming installations.",,0,0,0,0,0,0,0,0
2010,Five Year CIP Planning / AID00003,303,General Services,,2011,2011,Council District: Citywide; Community Plan: Citywide,676956,726956,"This annual allocation provides funding for the planning and preliminary design work for poten- tial future transportation projects submitted by City Council, City departments, constituents, and other agencies.",,0,50000,0,0,0,0,0,0
2010,Genesee Avenue I-5 to Eastgate Mall / S00866,304,General Services,,,,Council District: 1; Community Plan: University,327750,327750,This project provides for a median closure at Fez Street and dual left-turn lanes in the south­ bound direction at the Eastgate Mall intersection.,,0,0,0,0,0,0,0,0
2010,Genesee Avenue-I-5 to Regents Road / S00840,305,General Services,,,,Council District: 1; Community Plan: University,6866780,6866780,"This project provides for widening Genesee Avenue to a modified six-lane primary arterial from Interstate 5 to Campus Point Drive. The total project length is approximately 2,500 feet with Class II bicycle lanes. A separate project (S-00839) is",,0,0,0,0,0,0,0,0
2010,Hollister Street Widening / S00980,306,General Services,,,,Council District: 8; Community Plan: Otay Mesa - Nestor,2068,2068,"This project provides for improvements to the west side of the 900 block of Hollister Street. Improvements include new curb, gutter, sidewalk, and asphalt pavement.",,0,0,0,0,0,0,0,0
2010,I-5 / SR-56 Fiberoptic Relocation / S00708,307,General Services,,,,Council District: 1; Community Plan: Carmel Valley,197104,197104,"This project provides for the preparation of a project report and environmental document (PR/ ED) for northerly connections of the Interstate 5 and State Route 56 freeways. The improvements include the westerly State Route 56 northerly Interstate 5, the southerly Interstate 5 to easterly State Route 56 connections.",,0,0,0,0,0,0,0,0
2010,I-5 to SR-56 Freeway Connectors / S00707,308,General Services,,2011,2015,Council District: 1; Community Plan: Carmel Valley,2856518,9457194,"This project provides for the preparation of a project report and environmental document (PR/ ED) for northerly connections of the Interstate 5 and State Route 56 freeways. Alternatives under consideration include direct freeway to freeway connectors from westbound State Route 56 to northbound Interstate 5 and southbound Interstate 5 to eastbound State Route 56, an auxiliary lane alternative which proposes providing operational improvements on Interstate 5 between Del Mar Heights Road and Carmel Valley Road, on Carmel Valley Road between Interstate 5 and State Route 56 and on State Route 56 west of Carmel Country Road. The third alternative includes the direct freeway connectors from westbound State Route 56 to northbound Interstate 5 and the auxiliary lane alternative improvements on southbound Interstate 5, eastbound Carmel Valley Road and eastbound State Route 56.",,0,580000,0,0,2320676,3700000,0,0
2010,Interstate 15 Improvements / S00931,309,General Services,,,,Council District: 1; Community Plan: Pacific Highlands Ranch,7150000,7150000,"This project involved the design and construction of capacity improvements on the I-15 freeway between SR-56 and the northern City of San Diego limits near Lake Hodges which included auxiliary lanes, HOV lanes, managed lanes and widening of the northbound bridge over Lake Hodges.",,0,0,0,0,0,0,0,0
2010,Juan Street Concrete Street / S00602,310,General Services,,,,"Council District: 2; Community Plan: Old San Diego, Uptown",5000000,7000000,"This project provides for the replacement of the existing concrete pavement, curb, gutter and sidewalk on Juan Street from Taylor Street to Sunset Road. It is proposed to do the reconstruction work in two phases. Phase I (Taylor Street to Harney Street) will provide new asphalt cement and cement treated base pave­ ment. Phase II (Harney Street to Sunset Road) will provide new Portland cement concrete pavement.",,2000000,0,0,0,0,0,0,0
2010,Judicial Drive-Golden Haven to Eastgate Mall / S00879,311,General Services,,,,Council District: 1; Community Plan: University,8889000,8889000,"This project provides for constructing Judicial Drive from Golden Haven Drive to Eastgate Mall as a four-lane major street, including an undercrossing at La Jolla Village Drive. The undercrossing will be funded by Facilities Benefit Assessment (FBA) funding.",,0,0,0,0,0,0,0,0
2010,Kearny Mesa Community Sign / S10044,312,General Services,,,,Council District: 6; Community Plan: Kearny Mesa,60000,60000,This project provides for the installation of community signs in Kearny Mesa.,,0,0,0,0,0,0,0,0
2010,La Jolla Mesa Drive Sidewalk / S00928,313,General Services,,,,Council District: 1; Community Plan: La Jolla,115000,115000,"This project provides for the construction of a curb, gutter, and sidewalk on the east side of La Jolla Mesa south of Deer Hill Court.",,0,0,0,0,0,0,0,0
2010,La Jolla Mesa Vista Project UUD / S00695,314,General Services,,,,Council District: 1; Community Plan: Torrey Pines,1138660,1138660,"This project coordinates, establishes and administers an Undergrounding Utility District for the La Jolla Mesa Vista area. The La Jolla Mesa Vista Underground Utility Assessment District No. 4098 outlines a process for SDG&E, AT&T and the cable companies to underground their facilities while installing new streetlighting and restoring roadway surfaces. Construction costs for undergrounding are paid by the utility companies in accordance with Public Utilities Commission Decisions 73078, 820118 and Case 8209",,0,0,0,0,0,0,0,0
2010,Linda Vista Rd at Genesee Intersection Improvement / S00907,315,General Services,,2011,2015,Council District: 6; Community Plan: P09 Linda Vista,123000,1043188,This project provides for lengthening the Genesee Avenue westbound left-turn lanes to 300 feet of vehicle storage and re-striping Genesee Avenue to provide an exclusive eastbound right-turn lane. It will also widen Linda Vista Road to provide an exclusive northbound right-turn lane.,,0,150000,40188,0,150000,580000,0,0
2010,Mira Sorrento Place-Scranton to Vista Sorrento / S00878,316,General Services,,2011,2011,Council District: 5; Community Plan: Mira Mesa,12628683,12688683,This project provides for widening and extending Mira Sorrento Place to a four-lane collector street between Scranton Road and Vista Sorrento Parkway. It includes widening the Mira Sorrento Place/Scran­ ton Road intersection.,,0,60000,0,0,0,0,0,0
2010,Miramar Road-Interstate 805 Easterly Ramps / S00880,317,General Services,,,,Council District: 5; Community Plan: University,7650000,7650000,This project provides for widening Miramar Road to eight lanes from the Interstate 805 easterly on and off-ramps to 300 feet east of Eastgate Mall. It includes dual left-turn lanes at Eastgate Mall.,,0,0,0,0,0,0,0,0
2010,Napa Street from Linda Vista Rd to Morena Blvd / S00849,318,General Services,,,,Council District: 6; Community Plan: Linda Vista,655740,5760000,This project provides for improved traffic flow at the Napa Street/Linda Vista Road intersection.,,5104260,0,0,0,0,0,0,0
2010,New Developments / AID00009,319,General Services,,,,Council District: Citywide; Community Plan: Citywide,50000,50000,This annual allocation provides for street and utility improvements along City-owned land and in other situations where it is desired to have an adjoining developer install such improvements and be reim­ bursed by the City.,,0,0,0,0,0,0,0,0
2010,New Heritage Road (Otay Valley Road)-Central / S00876,320,General Services,,,,Council District: 8; Community Plan: Otay Mesa,4319794,4319794,This project provides for realigning a portion of the existing two-lane roadway by a private developer as an interim improvement. This work will be completed by an adjacent private developer and be reimbursed through Facilities Benefit Assessment credits.,,0,0,0,0,0,0,0,0
2010,Nobel Drive / I-805 Interchange / S00709,321,General Services,,,,Council District: 1; Community Plan: North University City,26613000,26613000,"This project provides for construction of Nobel Drive as a six-lane primary arterial from Shore­ line Drive to Interstate 805, and as a four-lane major street from Interstate 805 to Miramar Road. It includes construction of one-half of a diamond interchange with ramps to and from the south at Nobel Drive and Inter­ state 805. The new overcrossing will provide four through-lanes plus dual left-turn lanes, bike lanes, and side­ walk on both sides. Two traffic signals will be constructed at both ramp terminals with Nobel Drive. Auxiliary lanes will be constructed on Interstate 805 from north of Governor Drive to Nobel Drive. The existing bridge over the AT&SF railroad tracks will be widened to accommodate these two additional auxiliary lanes on Inter­ state 805.",,0,0,0,0,0,0,0,0
2010,North Torrey Pines Road at Genesee Avenue / S00720,322,General Services,,,,Council District: 1; Community Plan: Torrey Pines,9573775,9573775,"This project provides for the reconstruction of Genesee Avenue at Torrey Pines Road and John Jay Hopkins Drive. The proposed changes include rebuilding the intersection of Genesee Avenue/North Torrey Pines Road, widening Genesee Avenue and North Torrey Pines Road north of Genesee Avenue to a six-lane pri­ mary arterial, and widening North Torrey Pines Road south of Genesee Avenue to a six-lane major street. The limits of the widening are easterly to John Jay Hopkins Drive, southerly to Torrey Pines Scenic Drive and to 500 feet north of the North Torrey Pines Road/Genesee Avenue intersection. This project also provides for Class II bicycle lanes. See Project Number E in the North University City Public Facilities Financing Plan.",,0,0,0,0,0,0,0,0
2010,Ocean Beach Commercial Revitalization Newport Ave / S01077,323,General Services,,,,Council District: 1; Community Plan: Ocean Beach,244631,244631,"This project provides for phased design and construction of drainage improvements, street grinding and resurfacing, installation of concrete gutters, additional surface drain inlets, enhanced crosswalks, curb pop-outs, hardscaping and tree planting along Newport Avenue from Sunset Cliffs Boulevard to Abbott Street.",,0,0,0,0,0,0,0,0
2010,Ocean View Hills Parkway / S00882,324,General Services,,,,Council District: 8; Community Plan: Otay Mesa,15058237,15058237,"This project provides for reimbursing the developer for the City's share of the design and con­ struction of Ocean View Hills Parkway (Phases II and III) from Dennery Road to Otay Mesa Road. The project includes approximately 5,200 lineal feet of a four-lane major street and 4,900 lineal feet of a six-lane major street. See projects T2.1, T2.2 and T2.3 in the Otay Mesa Public Facilities Financing Plan.",,0,0,0,0,0,0,0,0
2010,Old Otay Mesa Road- Westerly / S00870,325,General Services,,,,"Council District: 8; Community Plan: Otay Mesa, Otay Mesa - Nestor",3250000,6750000,"This project provides for design and construction of Old Otay Mesa Road from the intersection of B Street, as shown on the Remington Hills Tentative Map, easterly to the intersection with Otay Mesa Road (Town Center Drive Extension South), per the Otay Mesa Public Facilities Financing Plan - Project T-50.2. This project includes approximately 2,400 linear feet of a two-lane collector street.",,3500000,0,0,0,0,0,0,0
