cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2018,year_2019,year_2020,year_2021,year_2022
2017,Bldg - MWWD - Treatment Plants,375,Public Utilities,MBC Odor Control Facility Upgrades,S00323,,,Council District: 6; Community Plan: Non City,7715611,7715611,This project provides for upgrading the odor control system fans and ducting to,"Several areas at the Metro Biosolids Center (MBC) have been identified to 2015. Construction began in Fiscal Year 2016 and is anticipated to be completed in Fiscal cause significant odor problems due to foul air collection deficiencies because of insufficient Year 2018. fan capacity and high headlosses, including poorly located foul air collection registers.",0,0,0,0,0,0
2017,Bldg - MWWD - Treatment Plants,376,Public Utilities,Metro Treatment Plants,ABO00001,2018,2019,Council District: 2 6 7 8; Community Plan: Peninsula; University; Tijuana River Valley,9321129,12331129,This annual allocation provides for replacement or improvements of facilities at,Various facilities require replacement due to increasing wastewater flows and,0,2450000,560000,0,0,0
2017,Bldg - MWWD - Pump Stations,377,Public Utilities,Metropolitan System Pump Stations,ABP00002,2019,2021,Council District: Citywide; Community Plan: Citywide,10613702,13437209,"This annual allocation provides for comprehensive upgrades, design","These improvements will allow pump stations to run more efficiently and deappropriation of $200,000. Additionally, the annual project cost for Fiscal Year 2018 increase the reliability of the Metropolitan Wastewater System. decreased by $211,912 due to revised requirements.",0,0,1698699,807840,316968,0
2017,a  s  t  e  w ater - Collection Sys - Trunk Swr,378,Public Utilities,Metropolitan Waste Water Department Trunk Sewers,AJB00001,2018,2021,Council District: Citywide; Community Plan: Citywide,6325542,21038221,This annual allocation provides for the replacement of trunk sewers at various,"This annual allocation provides for the upgrading of trunk sewers, to improve",0,7837584,4608810,631596,1634689,0
2017,Bldg - Water - Standpipes,379,Public Utilities,Miramar Clearwell Improvements,S11024,2018,2020,Council District: 5; Community Plan: Scripps Miramar Ranch; Miramar Ranch North,44244990,120328743,"This project will construct two new clearwells, associated piping, and facilities",The existing clearwells were determined to have significant structural,0,37087853,29080100,9915800,0,0
2017,Bldg - Other City Facility / Structures,380,Public Utilities,MOC Complex Solar Project,S14022,,,Council District: 6; Community Plan: Kearny Mesa,2674999,2674999,"This project includes the design, installation, and interconnection of",Project complies with the City’s Solar Implementation Plan and will provide,0,0,0,0,0,0
2017,Water - Distribution Sys - Distribution,381,Public Utilities,Montezuma/Mid-City Pipeline Phase II,S11026,2019,2020,Council District: 7 9; Community Plan: College Area; Mid-City: Eastern Area; Navajo,8018199,31554999,This project will construct a new 66-inch pipeline from the Alvarado Water,"This project will give complete redundancy to the Trojan Pipeline and will add General Plan. transmission capacity to all of San Diego, south of Highway 8. The project will provide a",0,0,16000000,7536800,0,0
2017,Water - Distribution Sys - Transmission,382,Public Utilities,Morena Pipeline,S16027,2018,2021,Council District: 2 6 7; Community Plan: Linda Vista; Clairemont Mesa; Mission Valley,2796013,34684752,"This project will replace 19,765 feet of existing cast iron and asbestos cement","This project was driven by the need to provide redundant transmission revised requirements. Additionally, in Fiscal Year 2017, the City Council authorized the capacity to the coastal regions of Pacific Beach and La Jolla. This pipeline will also allow the transfer of $1.1 million from Water Main Replacements AKB00003 (R-310735) to this project. beach areas to be fed by the Alvarado Water Treatment Plant which helps maximize local water resources.",0,3202101,10000000,10000000,8686638,0
2017,Bldg - Water - Reservoirs/Dams,383,Public Utilities,Morena Reservoir Outlet Tower Upgrade,S00041,2019,2020,Council District: Non-City; Community Plan: Non City,3979999,20499999,This project replaces the existing outlet tower to meet seismic requirements. It,"The aging outlet tower components are in need of replacement for safety and City's General Plan. ease of operation. Furthermore, the electrical system needs to be upgraded to meet current",0,0,13520000,3000000,0,0
2017,Bldg - MWWD - Treatment Plants,384,Public Utilities,NCWRP Improvements to 30 MGD,S17012,2018,2018,Council District: 1; Community Plan: University,299999,1699999,The North City Water Reclamation Plant (NCWRP) treats wastewater from,This project entails improvements to the process equipment at the NCWRP in several San Diego communities and distributes recycled water for irrigation and industrial order to ensure the facility is capable of operating reliably at its design capacity of 30 MGD. purposes throughout the surrounding areas. The condition and hydraulic capacity of the,0,1400000,0,0,0,0
2017,Bldg - MWWD - Pump Stations,385,Public Utilities,NCWRP Sludge Pump Station Upgrade,S00309,,,Council District: 1 6; Community Plan: University,907095,907095,This project provides for the replacement of 14 combination air release,There is a high risk of pipeline surge break with the existing clogging air Construction began and was completed in Fiscal Year 2017. vacuum valves.,0,0,0,0,0,0
2017,Water - Distribution Sys - Distribution,386,Public Utilities,"New 16"" Water Mains (U-3)",RD15003,,,Council District: 1; Community Plan: Torrey Highlands,1224999,1224999,This project provides for reimbursement to a developer for the construction of,This project is required to provide primary distribution facilities to serve the as part of a future reimbursement agreement approved in Fiscal Year 2016. community.,0,0,0,0,0,0
2017,Reclaimed Water System - Pipelines,387,Public Utilities,North City Reclamation System,AHC00002,,,Council District: Citywide; Community Plan: Citywide,2813291,2813291,This annual allocation provides recycled water to the Northern Service Area,"Segments of recycled water pipelines have been constructed by private extending from Black Mountain Road west, along the I-56 corridor, to Carmel Valley. Portions developers or Caltrans. The City needs to construct the remaining portions to complete the of the recycled water pipeline expansion have been completed and are bringing service to system and start delivering recycled water. The City also needs to expand the distribution the Olivenhain Municipal Water District and the communities of Black Mountain Ranch and system to customers already retrofitted to use recycled water. Santa Luz. Recycled water pipeline is planned in Sorrento Mesa. Projects under this annual",0,0,0,0,0,0
2017,Water - Distribution Sys - Transmission,388,Public Utilities,Otay 1st/2nd PPL Abandon E of Highland,S11027,,,Council District: 4 9; Community Plan: Mid-City: Eastern Area; Mid-City: City Heights,6833389,6833389,"This project will abandon approximately 13,630 feet of aged 30-inch and 36-","This project will abandon approximately 13,630 feet of existing Cast Iron Year 2017. Cement Lined, Reinforced Concrete Steel Cylinder and Cement Mortar Lined Coated Steel",0,0,0,0,0,0
2017,,389,Public Utilities,Otay 1st/2nd PPL West of Highland Avenue / S12016  Water - Distribution Sys - Transmission,S12016,2018,2021,Council District: 3 9; Community Plan: Mid-City: City Heights; Greater North Park,2163050,29440499,This project provides for replacement of the Otay 1st and 2nd Pipeline (west of,"This project will develop a replacement and/or abandonment plan to remove Highland Avenue, along the existing Otay 2nd alignment). It will replace 14,572 linear feet of the existing cast iron segments of pipeline west of Highland Avenue. Cast iron reaches of existing cast iron Otay 2nd Pipeline with a new 42-inch Wightman Street Pipeline, primarily the Otay 1st and 2nd Pipelines are neither safe nor reliable facilities, and may contribute to along existing Otay 2nd alignment from Highland Avenue and Polk Avenue to the University poor water quality. Heights Reservoir at Howard Avenue and Idaho Street. The reach on Highland Avenue",0,1950000,9700000,10000000,5627449,0
2017,Water - Distribution Sys - Transmission,390,Public Utilities,Otay Second Pipeline Relocation-PA,S15016,2018,2022,Council District: Non-City; Community Plan: Non City,1634091,28093223,This project will relocate 7.82 miles of potable water transmission pipelines from,"As the Otay Ranch Community develops, the existing Otay 2nd Pipeline, Otay calendar year 2025. 3rd Pipeline, South San Diego Pipeline No. 1, and South San Diego Pipeline No. 2 will be",3814774,200000,11496084,9508247,710555,729472
2017,Bldg - Water - Treatment Plants,391,Public Utilities,Otay WTP Concrete Work,S11059,,,Council District: Non-City; Community Plan: Non City,4551305,4551305,"This project includes the surface preparation, resurfacing, and the application of","The existing coating of the two basins is over 15 years old, it is in poor General Plan. condition and needs to be replaced. The new protective coating applications will prevent",0,0,0,0,0,0
2017,Water - Distribution Sys - Transmission,392,Public Utilities,Pacific Beach Pipeline South (W),S12015,2018,2020,Council District: 2; Community Plan: Priority Category:       Medium,13609860,39110443,Replacement of approximately 7.8 miles of existing transmission and,"This project is needed to provide water supply reliability to Pacific Beach by distribution mains known as Pacific Beach Pipeline along Ingraham Street, West Mission replacing a 73 year old deteriorating cast iron pipe; thereby, increasing capacity and allowing Bay Drive, Sports Arena Boulevard, Midway Drive, Enterprise Street, Pacific Highway, Kurtz for increased operational flexibility. Street, Hancock Street, California Street, West Walnut Avenue, Vine Street, and Kettner",0,9271723,10491262,5737598,0,0
2017,Wastewater - Collection Sys - Main,393,Public Utilities,Pipeline Rehabilitation,AJA00002,2018,2022,Council District: Citywide; Community Plan: Citywide,118539406,192383547,This annual allocation provides for the rehabilitation and repair of deteriorated,"This annual allocation provides for the extension of the useful life of sewers community plans and is in conformance with the City's General Plan. and manholes, improvements in the level of service to the residents of San Diego, and",0,11759341,17084800,15000000,15000000,15000000
2017,Bldg - MWWD - Treatment Plants,394,Public Utilities,Point Loma Grit Processing Improvements,S00315,,,Council District: 2; Community Plan: Peninsula,37095036,37095036,This project provides for upgrading the existing grit removal process at the,The Point Loma Wastewater Treatment Plant has six aerated grit removal,0,0,0,0,0,0
2017,Water - Distribution Sys - Transmission,395,Public Utilities,Pressure Reduction Facility Upgrades,AKA00002,2018,2018,Council District: Citywide; Community Plan: Citywide,349999,849999,This annual allocation provides for replacing existing pressure reducing stations,Increasing demands for water throughout the City requires pressure reducing community plans and is in conformance with the City's General Plan. stations to better control water pressure throughout the City's system. This annual allocation,0,500000,0,0,0,0
2017,Bldg - MWWD - Pump Stations,396,Public Utilities,PS 84 Upgrade & PS 62 Abandon,S00308,,,Council District: 5; Community Plan: Rancho Bernardo; Rancho Penasquitos,10320399,10320399,This project provides for the elimination of Sewer Pump Station 62 through the,This project is needed to optimize the sewage system and to eliminate Sewer,0,0,0,0,0,0
2017,Bldg - MWWD - Pump Stations,397,Public Utilities,PS2 Power Reliability & Surge Protection,S00312,2018,2021,Council District: 2; Community Plan: Peninsula,16345231,45375231,This project will improve the reliability of Pump Station 2. It will also provide the,Sewer Pump Station 2 currently has three feeds from San Diego Gas and Year 2021. Electric (SDG&E). Two of the feeds are fed from the same substation. Neither of,0,8000000,12000000,8500000,530000,0
2017,-  MWWD - Pump Stations,398,Public Utilities,"Pump Station 64,65, Penasquitos, E Mission Gorge",ABP00003,2018,2018,Council District: Citywide; Community Plan: Citywide,6064099,6314099,"This annual allocation provides for the comprehensive upgrades, design",These improvements will allow the pump stations to run efficiently and,0,250000,0,0,0,0
2017,Bldg - MWWD - Pump Stations,399,Public Utilities,Pump Station Restorations,ABP00001,2018,2021,Council District: Citywide; Community Plan: Citywide,6423824,13892845,This annual allocation provides for the replacement of deteriorated municipal,"Many existing sewer pump stations have reached or exceeded their applicable community plans and is in conformance with the City's General Plan. anticipated service life. However, because of the widely varying actual lengths of service life,",0,1200000,671083,2257204,3340734,0
2017,Potable Reuse,400,Public Utilities,PURE Water Program,ALA00001,2018,2022,Council District: Citywide; Community Plan: Citywide,99718289,1267857109,This annual allocation provides up to 83 million gallons per day (mgd) of,"This project is needed to meet the new permit requirement stipulated in the purified water and will require the construction of several treatment plants and conveyance 2015 Point Loma Wastewater Treatment Plant permit application and to reduce reliance on facilities in the City of San Diego. This program is projected to be implemented in two external water sources by providing an uninterruptable local water supply. phases. Phase 1 includes the planning, design and construction of a 30 mgd Advanced",0,74112022,100813740,584718693,402988052,5506313
2017,Reclaimed Water System - Pipelines,401,Public Utilities,Reclaimed Water Extension,AHC00001,,,Council District: Citywide; Community Plan: Citywide,159125,159125,This annual allocation provides for pipeline extensions of the City's Recycled,This project provides recycled water to customers served by the pipeline,0,0,0,0,0,0
2017,Reclaimed Water System - Pipelines,402,Public Utilities,Reclaimed Water Retrofit,AHC00003,,,Council District: Citywide; Community Plan: Citywide,250001,250001,This annual allocation provides for supplying city facilities with the proper,The City of San Diego has embarked on an aggressive water reclamation community plans and is in conformance with the City's General Plan. program to provide reclaimed water to large users of potable water for irrigation purposes.,0,0,0,0,0,0
2017,Reclaimed Water System - Pipelines,403,Public Utilities,Recycled Water Systems Upgrades,AHC00004,2018,2018,Council District: Citywide; Community Plan: Citywide,1887421,2276388,This annual allocation provides for the upgrade and replacement of recycled,"Replacement and upgrades are necessary for the ongoing operation of the $388,967 due to revised requirements. Additionally, in Fiscal Year 2017, the City Council recycled water system. authorized the appropriation of $500,000.",0,388967,0,0,0,0
2017,Reclaimed Water System - Reservoirs,404,Public Utilities,Recycled Water Tank Modifications,S12014,,,Council District: 5 8; Community Plan: Priority Category:        Medium,1399999,1399999,This project provides three recycled water tank drain modifications to comply,This project is needed in order to comply with the latest regulatory,0,0,0,0,0,0
2017,Bldg - MWWD - Treatment Plants,405,Public Utilities,SBWR Plant Demineralization,S00310,,,Council District: 8; Community Plan: Tijuana River Valley,5973694,5973694,This project provides demineralization of reclaimed water using the,The majority of reclaimed water is used for irrigation. Demineralization will,0,0,0,0,0,0
2017,Bldg - Other City Facility / Structures,406,Public Utilities,Sewer CIP Emergency Reserve,ABT00007,,,Council District: Citywide; Community Plan: Citywide,5000000,5000000,This project is an emergency capital reserve intended to be used for emergency,This reserve is required to comply with the City's reserve policy 100-20.,0,0,0,0,0,0
2017,Wastewater - Collection Sys - Main,407,Public Utilities,Sewer Main Replacements,AJA00001,2018,2022,Council District: Citywide; Community Plan: Citywide,215557847,393155521,This annual allocation provides for the replacement of deteriorated and,"This annual allocation provides for the replacement of sewer mains that are in deappropriation of $4.0 million. Additionally, the annual project cost for Fiscal Year 2018 a deteriorated condition or are undersized. increased by $11.3 million.",0,47058301,38001328,32519561,30009242,30009242
2017,Bldg - MWWD - Treatment Plants,408,Public Utilities,South Metro Sewer Rehabilitation Ph 3B,S00317,2019,2020,Council District: 2; Community Plan: Peninsula,157505,9214956,"This project will rehabilitate the remaining 5,000 feet of the 108-inch pipeline",Sections of the South Metro Interceptor have deteriorated significantly due to,0,0,4200000,4857451,0,0
2017,Bldg - Water - Standpipes,409,Public Utilities,Standpipe and Reservoir Rehabilitations,ABL00001,2018,2021,Council District: Citywide; Community Plan: Citywide,13264300,28317449,"This annual allocation provides for rehabilitation, upgrades, and improvement","The existing reservoirs, dams, and standpipes in the water system have",0,2450000,4913751,6567358,1122040,0
2017,Wastewater - Collection Sys - Trunk Swr,410,Public Utilities,Tecolote Canyon Trunk Sewer Improvement,S15020,2018,2021,Council District: 2; Community Plan: Clairemont Mesa,1599999,16859999,This project will upsize approximately 3.3 miles of existing 18- to 24-inch,Improvements are needed to accommodate future flow capacity and address Year 2019. Construction is,0,4080000,8000000,3000000,180000,0
2017,Bldg - Water - Pump Stations,411,Public Utilities,Tierrasanta (Via Dominique) Pump Station,S12040,2018,2018,Council District: 7; Community Plan: Tierrasanta,8157999,14653995,This project provides for a new station with a total pump station capacity of 13.9,The existing pump stations are past their useful life and are heavily Construction is,0,6495996,0,0,0,0
2017,Water - Distribution Sys - Distribution,412,Public Utilities,University Ave Pipeline Replacement,S11021,2018,2018,Council District: 3; Community Plan: Uptown; Greater North Park,21698592,25999999,"This project replaces 23,072 linear feet of the existing cast iron University",Cast iron reaches of the University Avenue Pipeline are neither safe nor,0,4301407,0,0,0,0
2017,Bldg - Water - Standpipes,413,Public Utilities,University Heights Water Tower Seismic Retrofit,S17006,2018,2018,Council District: 3; Community Plan: Greater North Park,499999,1862999,This project will replace the exterior structural elements which includes,This project is being driven by the need to repair and retrofit the existing Fiscal Year 2018. Construction is,0,1363000,0,0,0,0
2017,Wastewater - Collection Sys - Main,414,Public Utilities,Unscheduled Projects,AJA00003,2018,2018,Council District: Citywide; Community Plan: Citywide,10419264,10719264,This annual allocation provides for the repair and replacement of municipal and,"This annual allocation provides for emergency repairs and replacement of appropriation of $236,228. Additionally, the annual project cost for Fiscal Year 2018 sewer pipeline to avoid failures of the Municipal and Metropolitan Sewer System. decreased by $367,348 due to revised requirements.",0,300000,0,0,0,0
2017,Water - Distribution Sys - Distribution,415,Public Utilities,Upas St Pipeline Replacement,S11022,2018,2018,Council District: 2 3; Community Plan: Uptown; Greater North Park; Midway - Pacific Highway,34096325,34946325,This project replaces 5.67 miles of cast iron mains along the Upas Street,This project is needed because the cast iron reaches of the Upas Street,0,850000,0,0,0,0
2017,Water - Distribution Sys - Distribution,416,Public Utilities,Water & Sewer Group Job 816 (W),S13015,2018,2019,Council District: 2; Community Plan: Pacific Beach,10708374,16519391,This project is in the Pacific Beach Community and provides for the,The majority of Pacific Beach Community pipelines are made of cast iron and Construction began in Fiscal Year 2016 and is anticipated to be completed in Fiscal Year are due for replacement in accordance with California Department of Public Health's (CDPH) 2019. Compliance Order 04-14-96CO-022. This project is intended to reduce maintenance and,0,4325508,1485509,0,0,0
2017,Bldg - Other City Facility / Structures,417,Public Utilities,Water CIP Emergency Reserve,ABT00008,,,Council District: Citywide; Community Plan: Citywide,5000000,5000000,This annual allocation provides for an emergency financial reserve for Water,This reserve is required to comply with the stipulation in the Bond Counsel.,0,0,0,0,0,0
2017,Bldg - Operations Facility / Structures,418,Public Utilities,Water Department Security Upgrades,S00050,2018,2019,Council District: Citywide; Community Plan: Citywide,15724929,18924929,This project provides for the design and installation of miscellaneous security,"This project provides for the deterrence, detection, and apprehension of",0,200000,3000000,0,0,0
2017,Water - Distribution Sys - Distribution,419,Public Utilities,Water Main Replacements,AKB00003,2018,2022,Council District: Citywide; Community Plan: Citywide,223960806,471038492,This annual allocation allows for the replacement of water mains at various,"Water mains require replacement due to their deteriorated condition or size by $6.3 million due to revised requirements. Additionally, in Fiscal Year 2017, the City limitation. The existing pipeline is either approaching or has exceeded its expected life. The Council authorized the appropriation of $18.9 million and the transfer of $1.1 million to replacement of cast iron pipes is mandated by the California Department of Public Health's S16027 Morena Pipeline per Council Resolution (R-310735). (CDPH) Compliance Order.",0,46202093,50875593,50000000,50000000,50000000
2017,Bldg - Water - Pump Stations,420,Public Utilities,Water Pump Station Restoration,ABJ00001,2018,2022,Council District: Citywide; Community Plan: Citywide,11762641,42548084,This annual allocation provides for replacing deteriorated pumping equipment,Many existing water pump stations have reached or exceeded their anticipated,0,4948360,2509470,6091349,8618132,8618132
2017,Bldg - Water - Treatment Plants,421,Public Utilities,Water Treatment Plants,ABI00001,2018,2022,Council District: 5 7 Non-City; Community Plan: Scripps Miramar Ranch; Navajo; Non City,4469939,6809416,This annual allocation provides for upgrades and replacement of the treatment,These improvements are necessary to ensure a reliable water supply to the community plans and is in conformance with the City's General Plan. customers and for compliance with the Safe Drinking Water Act.,0,1000000,143493,703600,246192,246192
2017,Bldg - MWWD - Administration Struct,422,Public Utilities,Wet Weather Storage Facility,S00314,2019,2019,Council District: 1 2 6; Community Plan: University; Clairemont Mesa; Mission Bay Park; Peninsula,2491625,7272126,This project includes the implementation of the Emergency Live Stream,"The facility will reduce the risk of potential wet weather overflows, which may Quality Control Board (RWQCB) approval of the National Pollutant Discharge Elimination be caused by the capacity limitation of Pump Station 2 during extreme rainfall events. System (NPDES) permit.",0,0,4780501,0,0,0
2017,Bldg - Other City Facility / Structures,430,Public Works - General Services,City Facilities Improvements,ABT00001,2018,2022,Council District: Citywide; Community Plan: Citywide,30633210,269650216,This annual allocation provides for capital improvements at City facilities. Potential,"Several City-owned facilities are in need of repair or major improvements. High-priority from the Infrastructure Fund to be used to address facility deferred maintenance needs, $500,000 from repairs and high-priority city improvements will be completed with this allocation. Funding for this annual the SD Unified School Dist-Cap Out Fund to be used to replace the boilers at the Central Library, and allocation will ensure the facilities remain safe and operable. $200,000 in Sewer Utility CIP funds for preliminary work on PUD facility upgrades and improvement",131674833,23630060,17390213,20053122,24315167,21953611
2017,Trans - Signals - Calming/Speed Abatemt,445,Transportation & Storm Water,25th Street Renaissance Project,S00985,,,Council District: 3; Community Plan: Greater Golden Hill,2862047,2862047,"This project provides for the construction of pedestrian amenities, traffic",This project will provide traffic calming and improve pedestrian safety. warranty period for this project will continue through Fiscal Year 2018.,0,0,0,0,0,0
2017,Trans - Ped Fac - Sidewalks,446,Transportation & Storm Water,34th & 35th @ Madison Ave Improvements,S00922,,,Council District: 3; Community Plan: Mid-City: Normal Heights,1320853,1320853,"This project provides for the reconstruction of the curb, gutter, and sidewalk on",This project is required in order to mitigate drainage problems and reduce in Fiscal Year 2018. flooding.,0,0,0,0,0,0
2017,,447,Transportation & Storm Water,43rd St fr Logan to I805 St Widening / S00845  Trans - Roadway,S00845,,,Council District: 4 9; Community Plan: C48 Southeastern San Diego,8948222,8948222,This project provides for realigning the intersection at 43rd Street and National,"The street currently handles approximately 12,000 daily trips. Once",0,0,0,0,0,0
2017,Trans - Roads/Widening/Reconfiguration,448,Transportation & Storm Water,Airway Road Improvements,S16043,,,Council District: 8; Community Plan: Otay Mesa,10000,10000,This project will provide for the design and construction of modifying the,These improvements are needed to accommodate future development and,0,0,0,0,0,0
2017,Drainage - Storm Drain Pipes,449,Transportation & Storm Water,Alta La Jolla Drive Drainage Repair PhII,S10001,,,Council District: 1; Community Plan: La Jolla,6206104,6206104,This project will repair the erosion and damage to the lower La Jolla,This project is part of the settlement agreement and limited release entered Federal permits received in Fiscal Year 2014. Updated design was completed in Fiscal Year into by the La Jolla Alta Master Council and the City of San Diego. 2015. Construction began in Fiscal Year 2016 and was completed in Fiscal Year 2017. A,0,0,0,0,0,0
2017,Drainage - Storm Drain Pipes,450,Transportation & Storm Water,Avenida de la Playa Infrastructure-SD,S13018,2018,2018,Council District: 1; Community Plan: La Jolla,11362507,12862507,This project will reduce flooding along Avenida de la Playa and will improve the,"Reports indicated the low-flow diversion was not functioning as needed,",0,1500000,0,0,0,0
2017,Trans - Roadway - Enhance/Scape/Medians,451,Transportation & Storm Water,Azalea Park Neighborhood Identification,S00699,,,Council District: 9; Community Plan: Mid-City: City Heights,388001,388001,This project provides for the construction of new vehicular and pedestrian,"These improvements will benefit the community by increasing safety, Year 2018. improving the flow of traffic, enhancing pedestrian access, and promoting community",0,0,0,0,0,0
2017,Trans - Roadway - Enhance/Scape/Medians,452,Transportation & Storm Water,Balboa Avenue Corridor Improvements,S00831,,,Council District: 2 6; Community Plan: Clairemont Mesa; Kearny Mesa,2988987,2988987,This project provides improvements to Balboa Avenue (formerly known as State,This project is funded by a State contribution agreement as part of the 2020. relinquishment of State Route 274 to the City of San Diego.,0,0,0,0,0,0
2017,Trans - Bicycle Facilities (All Class.),453,Transportation & Storm Water,Bayshore Bikeway,S00944,2018,2018,Council District: 8; Community Plan: Otay Mesa - Nestor,5632774,5667774,This project provides for constructing a Class I bikeway from the northern end,"This project completes the missing segment of the planned bike path around A five-year mitigation maintenance period will continue through Fiscal Year 2020. San Diego Bay from Point Loma to Coronado. When completed, this change will improve",0,35000,0,0,0,0
2017,Trans - Roadway,454,Transportation & Storm Water,Beta Street Green Alley,S15041,,,Council District: 9; Community Plan: Southeastern San Diego,418999,418999,"This project improves a 20-foot wide alley from 38th to 39th and Beta Streets,",The project was an enforceable obligation of the Successor Agency to the,0,0,0,0,0,0
2017,Trans - Roadway - GRails/BRails/Safety,455,Transportation & Storm Water,Bridge Rehabilitation,AIE00001,2018,2022,Council District: Citywide; Community Plan: Citywide,3910046,5960046,"This annual allocation provides for the widening, replacement, or retrofitting of",This project maintains an ongoing program to promote safety on City bridges. Congestion Improvement Program (RTCIP) funding was appropriated to this project for the Funding is provided on an on-going basis. Fairmount Avenue Bridge Rehabilitation project. TransNet funding will be allocated to this,0,50000,500000,500000,500000,500000
2017,,456,Transportation & Storm Water,Bus Stop Improvements / AID00007  Trans - Roadway,AID00007,2018,2022,Council District: Citywide; Community Plan: Citywide,111871,411871,This project will provide for the installation of improvements such as bus pads,"Pavement at bus stops may be damaged by rippling and potholing caused by Improvement Fund was appropriated to this project and reflects revenue received by the City. friction from bus tires when buses decelerate, accelerate, or turn. This project provides for Additionally, $60,000 is anticipated to be appropriated during Fiscal Year 2018. replacing paving at bus stops with stronger pavement sections. This extends pavement life and reduces maintenance costs. Also, this project may include sidewalk betterments at bus stops that improve access and bus passenger loading area.",0,60000,60000,60000,60000,60000
2017,Trans - Roadway,457,Transportation & Storm Water,Camino Del Sur - 2 Lns(T Sta Fe to Carmel Mtn. Rd),RD15000,,,Council District: 5; Community Plan: Torrey Highlands,0,5170000,This project provides for reimbursement to a developer for the design,This facility is required to accommodate traffic generated by new development developer per the terms of a future reimbursement agreement. in Torrey Highlands and surrounding communities as well as existing sub-regional traffic,5170000,0,0,0,0,0
2017,Trans - Roadway,458,Transportation & Storm Water,Camino Del Sur (Bernardo Lks/Lone Quail),RD11000,,,Council District: 1; Community Plan: Black Mountain Ranch,49999,49999,This project provides for reimbursement to a developer for design and,This facility is required to accommodate traffic generated by new development are for city oversight and verification of final costs. in Black Mountain Ranch and surrounding communities as well as existing sub-regional,0,0,0,0,0,0
2017,Trans - Roadway,459,Transportation & Storm Water,Camino Del Sur-SR-56 to Dormouse,S00872,2018,2018,Council District: 6; Community Plan: C40 Rancho Penasquitos; C51 Torrey Highlands,1204893,10624999,This project provides for the construction of Camino del Sur (formerly Camino,Camino del Sur is the major street connecting the southwest corner of Rancho,5882106,3538000,0,0,0,0
2017,Drainage - Channels,460,Transportation & Storm Water,Carmel Country Road Low Flow Channel,S00969,,,Council District: 1; Community Plan: Carmel Valley,2711999,2711999,This project provides for raising the elevation of an existing bike path crossing,This project will provide for relief of water ponding under the Carmel Country Fiscal Year 2014 which studied multiple alternatives with preliminary environmental analysis Road Bridge and to the east of the bridge on the Palacio Del Mar property. This condition in order to improve the ponding conditions that occur on the existing bike path crossing over has created a health and safety issue for area residents. the Carmel Creek. Design began again in Fiscal Year 2015 for the selected alternative from,0,0,0,0,0,0
2017,,461,Transportation & Storm Water,Carmel Mountain Rd to Del Mar Mesa Rd / S00846  Trans - Roadway,S00846,,,Council District: 1; Community Plan: Del Mar Mesa,1799999,1799999,This reimbursement project provides for the construction of Carmel Mountain,"This project is required to accommodate the additional traffic generated as a Upon final reimbursement to the developer, per the terms of a Reimbursement Agreement result of development in Del Mar Mesa. This project is the subject of an active through the Facilities Benefit Assessment (FBA) credit program, this project will be closed. reimbursement agreement with Pardee Homes for the reimbursable part of this improvement valued at $1.8 million and a non-reimbursable subdivider condition valued at $4.4 million. See Del Mar Mesa Public Facility Financing Plan Project.",0,0,0,0,0,0
2017,Trans - Roadway,462,Transportation & Storm Water,Carmel Mountain Road (T-5.2),RD15002,,,Council District: 1; Community Plan: Torrey Highlands,2699999,5399999,This project provides for reimbursement to a developer for the design and,"This facility is required to accommodate traffic generated by new development 2015. The second phase, which will complete the four-lane facility for entire length, will be in Torrey Highlands and surrounding communities as well as existing sub-regional traffic required in phase four of the transportation phasing plan. needs.",2700000,0,0,0,0,0
2017,Trans - Roadway,463,Transportation & Storm Water,Carmel Val Rd-Lopelia Mdws-Via Abertura,S00934,,,Council District: 1; Community Plan: Pacific Highlands Ranch,13999999,13999999,This reimbursement project provides for the design and construction of Carmel,"This project is in accordance with the Pacific Highlands Ranch Public Facilities Fiscal Year 2018 per the terms of a reimbursement agreement. Financing Plan, Project T-4.4. Companion Projects T-4.2 and T-4.3 are for the other phases",0,0,0,0,0,0
2017,,464,Transportation & Storm Water,Carmel Val Rd-Via Albutura-Camin Del Sur / S00854  Trans - Roadway,S00854,,,Council District: 1 5; Community Plan: Torrey Highlands,15223323,15223323,This project provides for the design and construction of two additional travel,"This facility is required to accommodate traffic generated by new development (first increment). Construction of the second increment of the widening began in Fiscal Year in Black Mountain Ranch, Torrey Highlands, and surrounding communities as well as 2017. exsisting sub-regional traffic needs.",0,0,0,0,0,0
2017,Trans - Roadway,465,Transportation & Storm Water,Carmel Valley Rd 4/6 Lanes s of Street A,S00900,2018,2018,Council District: 1; Community Plan: Torrey Highlands; Pacific Highlands Ranch,7084999,7593693,This reimbursement project provides for the design and construction of Carmel,"Due to anticipated traffic volumes on Carmel Valley Road, the portion between Year 2017. SR-56 and Del Mar Heights Road will be constructed as a six-lane facility, in two phases, as",0,508694,0,0,0,0
